ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,2007-05-15,1.2652,1.2663,1.2773,1.2271,1.2399,438284,14940268.2,-0.0253,-1.9971,34.0881,1.8262,812640000,N/A,3182840000,24000000,0,94000000,47.5308,6.2768,1.7928,10.3068,
002081.SZ,Ѕру«тл,2007-05-16,1.2399,1.2333,1.2597,1.2209,1.2557,796557,26975719.8,0.0157,1.2699,33.8654,3.319,822960000,N/A,3223260000,24000000,0,94000000,48.1344,6.3565,1.8156,10.4377,
002081.SZ,Ѕру«тл,2007-05-17,1.2557,1.2597,1.3032,1.2413,1.2958,796665,27659010.3,0.0401,3.1974,34.7185,3.3194,844320000,N/A,3306920000,24000000,0,94000000,49.3838,6.5215,1.8627,10.7087,
002081.SZ,Ѕру«тл,2007-05-18,1.2958,1.3043,1.3249,1.3025,1.3069,885822,31542070.9,0.0111,0.8528,35.6077,3.6909,851520000,N/A,3335120000,24000000,0,94000000,49.8049,6.5771,1.8786,10.8,
002081.SZ,Ѕру«тл,2007-05-21,1.3069,1.2347,1.3058,1.2347,1.2896,532577,18597050.9,-0.0173,-1.3247,34.919,2.2191,840240000,N/A,3290940000,24000000,0,94000000,49.1451,6.4899,1.8537,10.6569,
002081.SZ,Ѕру«тл,2007-05-22,1.2896,1.3073,1.3371,1.2826,1.2973,791222,27949535.5,0.0077,0.5998,35.3245,3.2968,845280000,N/A,3310680000,24000000,0,94000000,49.4399,6.5289,1.8648,10.7208,
002081.SZ,Ѕру«тл,2007-05-23,1.2973,1.3076,1.3076,1.2848,1.3047,511402,18041923.4,0.0074,0.5679,35.2793,2.1308,850080000,N/A,3329480000,24000000,0,94000000,49.7207,6.566,1.8754,10.7817,
002081.SZ,Ѕру«тл,2007-05-24,1.3047,1.3076,1.3879,1.3047,1.3677,2184432,80160446,0.063,4.8278,36.6962,9.1018,891120000,N/A,3490220000,24000000,0,94000000,52.1211,6.8829,1.966,11.3022,
002081.SZ,Ѕру«тл,2007-05-25,1.3677,1.3677,1.4723,1.3448,1.4443,1516435,58144232.6,0.0766,5.6019,38.3427,6.3185,941040000,N/A,3685740000,24000000,0,94000000,55.0409,7.2685,2.0761,11.9354,
002081.SZ,Ѕру«тл,2007-05-28,1.4443,1.4402,1.4723,1.4222,1.4288,914406,35700556.1,-0.0155,-1.0712,39.0423,3.81,930960000,N/A,3646260000,24000000,0,94000000,54.4513,7.1907,2.0539,11.8075,
002081.SZ,Ѕру«тл,2007-05-29,1.4288,1.4181,1.4505,1.4071,1.4325,627300,24287123.1,0.0037,0.2578,38.7169,2.6138,933360000,N/A,3655660000,24000000,0,94000000,54.5917,7.2092,2.0592,11.838,
002081.SZ,Ѕру«тл,2007-05-30,1.4325,1.3076,1.3953,1.2896,1.3065,1602291,58653646.7,-0.126,-8.794,36.6061,6.6762,851280000,N/A,3334180000,24000000,0,94000000,49.7909,6.5752,1.8781,10.7969,
002081.SZ,Ѕру«тл,2007-05-31,1.3065,1.2929,1.3625,1.2568,1.3257,1169389,42122870.4,0.0192,1.466,36.0213,4.8725,863760000,N/A,3383060000,24000000,0,94000000,50.5208,6.6716,1.9056,10.9552,
002081.SZ,Ѕру«тл,2007-06-01,1.3257,1.3352,1.4362,1.326,1.3341,1300411,48530462,0.0085,0.6391,37.3193,5.4184,869280000,N/A,3404680000,24000000,0,94000000,50.8437,6.7143,1.9178,11.0252,
002081.SZ,Ѕру«тл,2007-06-04,1.3341,1.3585,1.3629,1.2155,1.2561,1060553,37294371.9,-0.0781,-5.8531,35.165,4.419,818400000,N/A,3205400000,24000000,0,94000000,47.8677,6.3213,1.8055,10.3799,
002081.SZ,Ѕру«тл,2007-06-05,1.2561,1.2502,1.3172,1.2166,1.3168,1038199,35454541,0.0608,4.8387,34.15,4.3258,858000000,N/A,3360500000,24000000,0,94000000,50.1839,6.6271,1.8929,10.8822,
002081.SZ,Ѕру«тл,2007-06-06,1.3168,1.3316,1.4071,1.3003,1.396,1022627,38224056.7,0.0792,6.014,37.3783,4.2609,909600000,N/A,3562600000,24000000,0,94000000,53.202,7.0257,2.0067,11.5366,
002081.SZ,Ѕру«тл,2007-06-07,1.396,1.4034,1.5356,1.4034,1.5356,1871091,76543896.1,0.1396,10,40.9087,7.7962,1000560000,N/A,3918860000,24000000,0,94000000,58.5221,7.7282,2.2074,12.6903,
002081.SZ,Ѕру«тл,2007-06-08,1.5356,1.5522,1.6163,1.5286,1.5397,1699098,72370596,0.0041,0.2639,42.5935,7.0796,1003200000,N/A,3929200000,24000000,0,94000000,58.6766,7.7486,2.2132,12.7238,
002081.SZ,Ѕру«тл,2007-06-11,1.5397,1.5205,1.6936,1.5205,1.6907,1305841,58508431.2,0.151,9.8086,44.8052,5.441,1101600000,N/A,4314600000,24000000,0,94000000,64.4319,8.5087,2.4303,13.9718,
002081.SZ,Ѕру«тл,2007-06-12,1.6907,1.6833,1.76,1.6579,1.7091,1056228,49149724.5,0.0184,1.0893,46.5333,4.4009,1113600000,N/A,4361600000,24000000,0,94000000,65.1338,8.6014,2.4568,14.124,
002081.SZ,Ѕру«тл,2007-06-13,1.7091,1.7312,1.7496,1.6797,1.708,851429,39237566.3,-0.0011,-0.0647,46.0844,3.5476,1112880000,N/A,4358780000,24000000,0,94000000,65.0917,8.5958,2.4552,14.1148,
002081.SZ,Ѕру«тл,2007-06-14,1.708,1.6826,1.7423,1.6594,1.7091,658560,30760696.6,0.0011,0.0647,46.709,2.744,1113600000,N/A,4361600000,24000000,0,94000000,65.1338,8.6014,2.4568,14.124,
002081.SZ,Ѕру«тл,2007-06-15,1.7091,1.6874,1.7106,1.6679,1.676,511649,23395358.4,-0.0332,-1.9397,45.7254,2.1319,1092000000,N/A,4277000000,24000000,0,94000000,63.8704,8.4345,2.4092,13.85,
002081.SZ,Ѕру«тл,2007-06-18,1.676,1.6944,1.8049,1.6944,1.7681,583055,27832241.8,0.0921,5.4945,47.7352,2.4294,1152000000,N/A,4512000000,24000000,0,94000000,67.3798,8.898,2.5415,14.611,
002081.SZ,Ѕру«тл,2007-06-19,1.7681,1.7754,1.7754,1.7054,1.7088,599596,28032409.5,-0.0593,-3.3542,46.7522,2.4983,1113360000,N/A,4360660000,24000000,0,94000000,65.1198,8.5995,2.4563,14.1209,
002081.SZ,Ѕру«тл,2007-06-20,1.7088,1.7128,1.7275,1.6355,1.6355,715150,32276334,-0.0733,-4.2897,45.1323,2.9798,1065600000,N/A,4173600000,24000000,0,94000000,62.3263,8.2306,2.3509,13.5152,
002081.SZ,Ѕру«тл,2007-06-21,1.6355,1.6244,1.6502,1.5695,1.6458,424083,18627426.4,0.0103,0.6306,43.924,1.767,1072320000,N/A,4199920000,24000000,0,94000000,62.7193,8.2825,2.3657,13.6004,
002081.SZ,Ѕру«тл,2007-06-22,1.6458,1.6421,1.6531,1.5286,1.5806,661298,28275026.5,-0.0652,-3.9615,42.7569,2.7554,1029840000,N/A,4033540000,24000000,0,94000000,60.2347,7.9544,2.272,13.0616,
002081.SZ,Ѕру«тл,2007-06-25,1.5806,1.5839,1.5839,1.455,1.455,512114,21175519.9,-0.1256,-7.9469,41.3492,2.1338,948000000,N/A,3713000000,24000000,0,94000000,55.4479,7.3223,2.0915,12.0236,
002081.SZ,Ѕру«тл,2007-06-26,1.455,1.4516,1.5397,1.4365,1.5246,448529,18211812.8,0.0696,4.7848,40.6034,1.8689,993360000,N/A,3890660000,24000000,0,94000000,58.101,7.6726,2.1915,12.599,
002081.SZ,Ѕру«тл,2007-06-27,1.5246,1.5246,1.6019,1.5102,1.5633,587135,24620449.7,0.0387,2.5368,41.9332,2.4464,1018560000,N/A,3989360000,24000000,0,94000000,59.575,7.8673,2.2471,12.9186,
002081.SZ,Ѕру«тл,2007-06-28,1.5633,1.5544,1.6093,1.455,1.4682,458834,18861586.5,-0.095,-6.0792,41.1076,1.9118,956640000,N/A,3746840000,24000000,0,94000000,55.9533,7.389,2.1105,12.1332,
002081.SZ,Ѕру«тл,2007-06-29,1.4682,1.4321,1.5559,1.4137,1.4925,647884,26238421.1,0.0243,1.6558,40.4986,2.6995,972480000,N/A,3808880000,24000000,0,94000000,56.8798,7.5114,2.1455,12.3341,
002081.SZ,Ѕру«тл,2007-07-02,1.4925,1.4771,1.5949,1.4771,1.5905,496610,20993044.3,0.098,6.5647,42.2727,2.0692,1036320000,N/A,4058920000,24000000,0,94000000,60.6137,8.0045,2.2863,13.1438,
002081.SZ,Ѕру«тл,2007-07-03,1.5905,1.5931,1.6207,1.547,1.6012,345878,14809851.8,0.0107,0.6716,42.8181,1.4412,1043280000,N/A,4086180000,24000000,0,94000000,61.0208,8.0582,2.3017,13.2321,
002081.SZ,Ѕру«тл,2007-07-04,1.6012,1.62,1.62,1.5342,1.536,180100,7664306.5,-0.0652,-4.0718,42.5558,0.7504,1000800000,N/A,3919800000,24000000,0,94000000,58.5362,7.7301,2.208,12.6933,
002081.SZ,Ѕру«тл,2007-07-05,1.536,1.4844,1.5323,1.3997,1.4181,397097,15725058,-0.1179,-7.6739,39.6,1.6546,924000000,N/A,3619000000,24000000,0,94000000,54.0442,7.1369,2.0385,11.7192,
002081.SZ,Ѕру«тл,2007-07-06,1.4181,1.4362,1.4881,1.3898,1.4881,511096,19948560.6,0.07,4.9351,39.0309,2.1296,969600000,N/A,3797600000,24000000,0,94000000,56.7113,7.4891,2.1391,12.2976,
002081.SZ,Ѕру«тл,2007-07-09,1.4881,1.5102,1.5415,1.4564,1.5032,262207,10671762.1,0.0151,1.0149,40.6998,1.0925,979440000,N/A,3836140000,24000000,0,94000000,57.2869,7.5651,2.1608,12.4224,
002081.SZ,Ѕру«тл,2007-07-10,1.5032,1.5028,1.5028,1.4505,1.469,252937,10050018,-0.0343,-2.2789,39.7333,1.0539,957120000,N/A,3748720000,24000000,0,94000000,55.9814,7.3927,2.1116,12.1393,
002081.SZ,Ѕру«тл,2007-07-11,1.469,1.4642,1.547,1.455,1.5308,367760,15188345.3,0.0619,4.2126,41.2996,1.5323,997440000,N/A,3906640000,24000000,0,94000000,58.3397,7.7041,2.2005,12.6507,
002081.SZ,Ѕру«тл,2007-07-12,1.5308,1.5334,1.5452,1.5176,1.5386,179466,7461966.3,0.0077,0.5053,41.5787,0.7478,1002480000,N/A,3926380000,24000000,0,94000000,58.6344,7.7431,2.2117,12.7146,
002081.SZ,Ѕру«тл,2007-07-13,1.5386,1.5286,1.6023,1.5286,1.5839,335261,14317423.9,0.0453,2.9447,42.7053,1.3969,1032000000,N/A,4042000000,24000000,0,94000000,60.3611,7.9711,2.2768,13.089,
002081.SZ,Ѕру«тл,2007-07-16,1.5839,1.6034,1.6034,1.5327,1.5544,228986,9664780.1,-0.0295,-1.8605,42.2069,0.9541,1012800000,N/A,3966800000,24000000,0,94000000,59.2381,7.8228,2.2344,12.8455,
002081.SZ,Ѕру«тл,2007-07-17,1.5544,1.5323,1.5747,1.4914,1.5397,374215,15370693.2,-0.0147,-0.9479,41.0745,1.5592,1003200000,N/A,3929200000,24000000,0,94000000,58.6766,7.7486,2.2132,12.7238,
002081.SZ,Ѕру«тл,2007-07-18,1.5397,1.547,1.5651,1.5109,1.529,258942,10837137.9,-0.0107,-0.6938,41.8516,1.0789,996240000,N/A,3901940000,24000000,0,94000000,58.2695,7.6949,2.1979,12.6355,
002081.SZ,Ѕру«тл,2007-07-19,1.529,1.5286,1.5426,1.5032,1.5102,137616,5667516,-0.0188,-1.2286,41.1836,0.5734,984000000,N/A,3854000000,24000000,0,94000000,57.5536,7.6003,2.1709,12.4802,
002081.SZ,Ѕру«тл,2007-07-20,1.5102,1.5084,1.5765,1.4778,1.5633,263498,11060284.4,0.053,3.5122,41.9748,1.0979,1018560000,N/A,3989360000,24000000,0,94000000,59.575,7.8673,2.2471,12.9186,
002081.SZ,Ѕру«тл,2007-07-23,1.5633,1.5784,1.6454,1.5666,1.6281,470537,20545175.8,0.0648,4.147,43.6633,1.9606,1060800000,N/A,4154800000,24000000,0,94000000,62.0455,8.1935,2.3403,13.4543,
002081.SZ,Ѕру«тл,2007-07-24,1.6281,1.6373,1.6576,1.6218,1.6436,401480,17910576.9,0.0155,0.9502,44.6114,1.6728,1070880000,N/A,4194280000,24000000,0,94000000,62.6351,8.2714,2.3626,13.5822,
002081.SZ,Ѕру«тл,2007-07-25,1.6436,1.6358,1.6981,1.6307,1.6944,448254,20406783.7,0.0508,3.0928,45.525,1.8677,1104000000,N/A,4324000000,24000000,0,94000000,64.5723,8.5272,2.4356,14.0022,
002081.SZ,Ѕру«тл,2007-07-26,1.6944,1.6984,1.7386,1.6244,1.6576,528582,24143605.5,-0.0368,-2.1739,45.6762,2.2024,1080000000,N/A,4230000000,24000000,0,94000000,63.1685,8.3418,2.3827,13.6978,
002081.SZ,Ѕру«тл,2007-07-27,1.6576,1.6535,1.687,1.5876,1.687,360101,16077677.7,0.0295,1.7778,44.6477,1.5004,1099200000,N/A,4305200000,24000000,0,94000000,64.2915,8.4901,2.425,13.9413,
002081.SZ,Ѕру«тл,2007-07-30,1.687,1.687,1.7202,1.6211,1.7202,427436,19677079.4,0.0332,1.9651,46.0351,1.781,1120800000,N/A,4389800000,24000000,0,94000000,65.5549,8.657,2.4727,14.2153,
002081.SZ,Ѕру«тл,2007-07-31,1.7202,1.7239,1.8922,1.697,1.8922,704471,35391083.7,0.172,10,50.2378,2.9353,1232880000,N/A,4828780000,24000000,0,94000000,72.1104,9.5227,2.72,15.6368,
002081.SZ,Ѕру«тл,2007-08-01,1.8922,1.922,2.0811,1.908,1.9821,1252809,67721236.2,0.0899,4.7499,54.0555,5.22,1291440000,N/A,5058140000,24000000,0,94000000,75.5355,9.975,2.8492,16.3795,
002081.SZ,Ѕру«тл,2007-08-02,1.9821,1.9891,2.1802,1.9891,2.1802,1316184,77000184.4,0.1982,9.9981,58.5026,5.4841,1420560000,N/A,5563860000,24000000,0,94000000,83.0877,10.9723,3.134,18.0172,
002081.SZ,Ѕру«тл,2007-08-03,2.1802,2.0627,2.1364,1.9743,2.0259,2451408,135887407.7,-0.1543,-7.0789,55.4324,10.2142,1320000000,N/A,5170000000,24000000,0,94000000,77.206,10.1956,2.9122,16.7418,
002081.SZ,Ѕру«тл,2007-08-06,2.0259,2.0145,2.0148,1.8944,1.9607,1053742,55214822.5,-0.0652,-3.2182,52.3988,4.3906,1277520000,N/A,5003620000,24000000,0,94000000,74.7214,9.8675,2.8184,16.203,
002081.SZ,Ѕру«тл,2007-08-07,1.9607,1.9515,2.0215,1.9036,1.9253,744770,39305983.7,-0.0354,-1.8035,52.776,3.1032,1254480000,N/A,4913380000,24000000,0,94000000,73.3738,9.6895,2.7676,15.9108,
002081.SZ,Ѕру«тл,2007-08-08,1.9253,1.8859,1.9338,1.8531,1.9198,745432,38017798.4,-0.0055,-0.287,51.001,3.106,1250880000,N/A,4899280000,24000000,0,94000000,73.1632,9.6617,2.7597,15.8651,
002081.SZ,Ѕру«тл,2007-08-09,1.9198,1.9154,1.9264,1.8789,1.9202,352827,18146393.3,0.0004,0.0192,51.4314,1.4701,1251120000,N/A,4900220000,24000000,0,94000000,73.1772,9.6636,2.7602,15.8682,
002081.SZ,Ѕру«тл,2007-08-10,1.9202,1.9264,1.9264,1.7644,1.838,861168,42358243.9,-0.0821,-4.2778,49.187,3.5882,1197600000,N/A,4690600000,24000000,0,94000000,70.0469,9.2502,2.6421,15.1894,
002081.SZ,Ѕру«тл,2007-08-13,1.838,1.7865,1.8049,1.7202,1.7312,884198,41814790.7,-0.1068,-5.8116,47.2912,3.6842,1128000000,N/A,4418000000,24000000,0,94000000,65.976,8.7126,2.4886,14.3066,
002081.SZ,Ѕру«тл,2007-08-14,1.7312,1.7246,1.8042,1.7231,1.7728,445910,21462238.2,0.0416,2.4043,48.1313,1.858,1155120000,N/A,4524220000,24000000,0,94000000,67.5623,8.9221,2.5484,14.6506,
002081.SZ,Ѕру«тл,2007-08-15,1.7728,1.7865,1.8344,1.7312,1.7975,487961,23713823.1,0.0247,1.3921,48.5978,2.0332,1171200000,N/A,4587200000,24000000,0,94000000,68.5028,9.0463,2.5839,14.8545,
002081.SZ,Ѕру«тл,2007-08-16,1.7975,1.7994,1.7994,1.7268,1.7309,758338,35915972.3,-0.0667,-3.709,47.3614,3.1597,1127760000,N/A,4417060000,24000000,0,94000000,65.962,8.7107,2.4881,14.3036,
002081.SZ,Ѕру«тл,2007-08-17,1.7309,1.739,1.7607,1.6944,1.701,729918,34062759.2,-0.0298,-1.7238,46.6666,3.0413,1108320000,N/A,4340920000,24000000,0,94000000,64.825,8.5606,2.4452,14.057,
002081.SZ,Ѕру«тл,2007-08-20,1.701,1.7261,1.7857,1.7194,1.771,796489,37983507.3,0.07,4.1143,47.6887,3.3187,1153920000,N/A,4519520000,24000000,0,94000000,67.4921,8.9128,2.5458,14.6354,
002081.SZ,Ѕру«тл,2007-08-21,1.771,1.7972,1.7975,1.7496,1.7684,431225,20692850.4,-0.0026,-0.1456,47.9862,1.7968,1152240000,N/A,4512940000,24000000,0,94000000,67.3938,8.8998,2.5421,14.6141,
002081.SZ,Ѕру«тл,2007-08-22,1.7684,1.7518,1.7857,1.7423,1.7732,470606,22494440.9,0.0048,0.2708,47.7989,1.9609,1155360000,N/A,4525160000,24000000,0,94000000,67.5763,8.9239,2.5489,14.6536,
002081.SZ,Ѕру«тл,2007-08-23,1.7732,1.7732,1.9467,1.7732,1.9113,964935,48730517.1,0.1381,7.7898,50.5013,4.0206,1245360000,N/A,4877660000,24000000,0,94000000,72.8404,9.6191,2.7475,15.7951,
002081.SZ,Ѕру«тл,2007-08-24,1.9113,1.9191,1.9191,1.8417,1.8601,465352,23718781.9,-0.0512,-2.6787,50.9695,1.939,1212000000,N/A,4747000000,24000000,0,94000000,70.8891,9.3614,2.6739,15.372,
002081.SZ,Ѕру«тл,2007-08-27,1.8601,1.8786,1.897,1.7684,1.8078,458111,22729154.7,-0.0523,-2.8119,49.615,1.9088,1177920000,N/A,4613520000,24000000,0,94000000,68.8958,9.0982,2.5987,14.9398,
002081.SZ,Ѕру«тл,2007-08-28,1.8078,1.8123,1.8123,1.7452,1.7839,558265,26868390.3,-0.0239,-1.3244,48.1284,2.3261,1162320000,N/A,4552420000,24000000,0,94000000,67.9834,8.9777,2.5643,14.7419,
002081.SZ,Ѕру«тл,2007-08-29,1.7839,1.7839,1.827,1.7312,1.7924,347467,16770172.2,0.0085,0.4749,48.2641,1.4478,1167840000,N/A,4574040000,24000000,0,94000000,68.3063,9.0203,2.5765,14.8119,
002081.SZ,Ѕру«тл,2007-08-30,1.7924,1.792,1.8303,1.771,1.8303,425203,20908550.5,0.0379,2.1167,49.1731,1.7717,1192560000,N/A,4670860000,24000000,0,94000000,69.7521,9.2112,2.631,15.1254,
002081.SZ,Ѕру«тл,2007-08-31,1.8303,1.8299,1.8616,1.8049,1.8414,364539,18047918.7,0.0111,0.6037,49.5089,1.5189,1199760000,N/A,4699060000,24000000,0,94000000,70.1732,9.2669,2.6469,15.2168,
002081.SZ,Ѕру«тл,2007-09-03,1.8414,1.8303,1.9147,1.8159,1.883,466212,23736862.4,0.0416,2.2605,50.9143,1.9425,1226880000,N/A,4805280000,24000000,0,94000000,71.7595,9.4763,2.7067,15.5607,
002081.SZ,Ѕру«тл,2007-09-04,1.883,1.8878,1.9633,1.8878,1.8933,517971,27098249.2,0.0103,0.5477,52.3162,2.1582,1233600000,N/A,4831600000,24000000,0,94000000,72.1525,9.5282,2.7216,15.646,
002081.SZ,Ѕру«тл,2007-09-05,1.8933,1.8915,1.8933,1.8233,1.8285,352455,17721932.9,-0.0648,-3.4241,50.2814,1.4686,1191360000,N/A,4666160000,24000000,0,94000000,69.6819,9.202,2.6284,15.1102,
002081.SZ,Ѕру«тл,2007-09-06,1.8285,1.831,1.9404,1.8056,1.9088,550441,27980401.8,0.0803,4.3916,50.8327,2.2935,1243680000,N/A,4871080000,24000000,0,94000000,72.7421,9.6061,2.7438,15.7738,
002081.SZ,Ѕру«тл,2007-09-07,1.9088,1.908,1.908,1.8233,1.838,198560,10042065.5,-0.0707,-3.7051,50.5745,0.8273,1197600000,N/A,4690600000,24000000,0,94000000,70.0469,9.2502,2.6421,15.1894,
002081.SZ,Ѕру«тл,2007-09-10,1.838,1.8233,1.8233,1.7239,1.7791,284888,13651133,-0.0589,-3.2064,47.9175,1.187,1159200000,N/A,4540200000,24000000,0,94000000,67.8009,8.9536,2.5574,14.7023,
002081.SZ,Ѕру«тл,2007-09-11,1.7791,1.7681,1.8042,1.6576,1.6741,314263,14827768.6,-0.105,-5.9006,47.1827,1.3094,1090800000,N/A,4272300000,24000000,0,94000000,63.8002,8.4253,2.4065,13.8348,
002081.SZ,Ѕру«тл,2007-09-12,1.6741,1.7128,1.7128,1.585,1.6612,360776,16022258.4,-0.0129,-0.7701,44.4105,1.5032,1082400000,N/A,4239400000,24000000,0,94000000,63.3089,8.3604,2.388,13.7283,
002081.SZ,Ѕру«тл,2007-09-13,1.6612,1.6594,1.6999,1.62,1.6833,343096,15363869.2,0.0221,1.3304,44.7801,1.4296,1096800000,N/A,4295800000,24000000,0,94000000,64.1512,8.4716,2.4197,13.9109,
002081.SZ,Ѕру«тл,2007-09-14,1.6833,1.6833,1.6973,1.617,1.6432,461549,20483647,-0.0401,-2.3851,44.3802,1.9231,1070640000,N/A,4193340000,24000000,0,94000000,62.6211,8.2695,2.362,13.5791,
002081.SZ,Ѕру«тл,2007-09-17,1.6432,1.5968,1.6502,1.5968,1.6207,498161,21945894.4,-0.0225,-1.3674,44.0538,2.0757,1056000000,N/A,4136000000,24000000,0,94000000,61.7648,8.1565,2.3297,13.3934,
002081.SZ,Ѕру«тл,2007-09-18,1.6207,1.6262,1.6797,1.6207,1.6539,317036,14240608.6,0.0332,2.0455,44.918,1.321,1077600000,N/A,4220600000,24000000,0,94000000,63.0282,8.3233,2.3774,13.6674,
002081.SZ,Ѕру«тл,2007-09-19,1.6539,1.6542,1.6723,1.6133,1.6229,294422,13037357.6,-0.0309,-1.8708,44.2812,1.2268,1057440000,N/A,4141640000,24000000,0,94000000,61.849,8.1676,2.3329,13.4117,
002081.SZ,Ѕру«тл,2007-09-20,1.6229,1.6229,1.6907,1.6141,1.687,576860,26042154.6,0.0641,3.9492,45.1447,2.4036,1099200000,N/A,4305200000,24000000,0,94000000,64.2915,8.4901,2.425,13.9413,
002081.SZ,Ѕру«тл,2007-09-21,1.687,1.669,1.6944,1.6576,1.6793,426960,19474555.8,-0.0077,-0.4585,45.6121,1.779,1094160000,N/A,4285460000,24000000,0,94000000,63.9968,8.4512,2.4139,13.8774,
002081.SZ,Ѕру«тл,2007-09-24,1.6793,1.6944,1.7128,1.6583,1.6738,207406,9442162.6,-0.0055,-0.329,45.525,0.8642,1090560000,N/A,4271360000,24000000,0,94000000,63.7862,8.4234,2.406,13.8318,
002081.SZ,Ѕру«тл,2007-09-25,1.6738,1.6723,1.6723,1.6189,1.6207,293311,13020317.6,-0.053,-3.169,44.3908,1.2221,1056000000,N/A,4136000000,24000000,0,94000000,61.7648,8.1565,2.3297,13.3934,
002081.SZ,Ѕру«тл,2007-09-26,1.6207,1.6027,1.6351,1.5831,1.5843,198223,8577601.8,-0.0365,-2.25,43.2725,0.8259,1032240000,N/A,4042940000,24000000,0,94000000,60.3751,7.9729,2.2773,13.0921,
002081.SZ,Ѕру«тл,2007-09-27,1.5843,1.5949,1.6649,1.5949,1.6612,582036,26049673.6,0.077,4.8593,44.7561,2.4251,1082400000,N/A,4239400000,24000000,0,94000000,63.3089,8.3604,2.388,13.7283,
002081.SZ,Ѕру«тл,2007-09-28,1.6612,1.6583,1.6981,1.6391,1.6944,393505,18021389,0.0332,1.9956,45.7971,1.6396,1104000000,N/A,4324000000,24000000,0,94000000,64.5723,8.5272,2.4356,14.0022,
002081.SZ,Ѕру«тл,2007-10-08,1.6944,1.7309,1.7309,1.6509,1.6557,1314743,59297816.2,-0.0387,-2.2826,45.1022,5.4781,1078800000,N/A,4225300000,24000000,0,94000000,63.0984,8.3326,2.38,13.6826,
002081.SZ,Ѕру«тл,2007-10-09,1.6557,1.6576,1.7132,1.6465,1.7128,699572,31932374.7,0.0571,3.4483,45.6456,2.9149,1116000000,N/A,4371000000,24000000,0,94000000,65.2742,8.6199,2.4621,14.1544,
002081.SZ,Ѕру«тл,2007-10-10,1.7128,1.7496,1.7692,1.676,1.6907,387672,18053858.9,-0.0221,-1.2903,46.5699,1.6153,1101600000,N/A,4314600000,24000000,0,94000000,64.4319,8.5087,2.4303,13.9718,
002081.SZ,Ѕру«тл,2007-10-11,1.6907,1.6668,1.6907,1.6281,1.6321,208364,9302375.3,-0.0586,-3.4641,44.6448,0.8682,1063440000,N/A,4165140000,24000000,0,94000000,62.2,8.2139,2.3461,13.4878,
002081.SZ,Ѕру«тл,2007-10-12,1.6321,1.6314,1.6318,1.5102,1.5949,306917,13149508.4,-0.0372,-2.2794,42.8439,1.2788,1039200000,N/A,4070200000,24000000,0,94000000,60.7822,8.0267,2.2927,13.1803,
002081.SZ,Ѕру«тл,2007-10-15,1.5949,1.6097,1.6391,1.5691,1.5758,371950,16078852.7,-0.0192,-1.2009,43.2285,1.5498,1026720000,N/A,4021320000,24000000,0,94000000,60.0522,7.9303,2.2651,13.0221,
002081.SZ,Ѕру«тл,2007-10-16,1.5758,1.5765,1.6203,1.547,1.5872,380004,16225601.8,0.0114,0.7246,42.6985,1.5834,1034160000,N/A,4050460000,24000000,0,94000000,60.4874,7.9878,2.2816,13.1164,
002081.SZ,Ѕру«тл,2007-10-17,1.5872,1.5839,1.5839,1.554,1.5618,205121,8733637.1,-0.0254,-1.6013,42.578,0.8547,1017600000,N/A,3985600000,24000000,0,94000000,59.5188,7.8599,2.245,12.9064,
002081.SZ,Ѕру«тл,2007-10-18,1.5618,1.5474,1.5581,1.5397,1.547,148220,6226078.3,-0.0147,-0.9434,42.0057,0.6176,1008000000,N/A,3948000000,24000000,0,94000000,58.9573,7.7857,2.2238,12.7846,
002081.SZ,Ѕру«тл,2007-10-19,1.547,1.5478,1.5655,1.5323,1.547,227153,9537036.2,0,0,41.9851,0.9465,1008000000,N/A,3948000000,24000000,0,94000000,58.9573,7.7857,2.2238,12.7846,
002081.SZ,Ѕру«тл,2007-10-22,1.547,1.547,1.5544,1.4734,1.4734,252095,10284187.9,-0.0737,-4.7619,40.7949,1.0504,960000000,N/A,3760000000,24000000,0,94000000,56.1498,7.415,2.1179,12.1758,
002081.SZ,Ѕру«тл,2007-10-23,1.4734,1.4918,1.5065,1.4476,1.4737,149984,5957501.8,0.0004,0.025,39.7209,0.6249,960240000,N/A,3760940000,24000000,0,94000000,56.1639,7.4168,2.1185,12.1789,
002081.SZ,Ѕру«тл,2007-10-24,1.4737,1.4918,1.4918,1.4439,1.4737,196350,7818218.9,0,0,39.8178,0.8181,960240000,N/A,3760940000,24000000,0,94000000,56.1639,7.4168,2.1185,12.1789,
