ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002623.SZ,ัวย๊ถู,2012-10-31,17.1604,17.1405,17.419,17.1007,17.419,180685,3133892.1,0.2586,1.5072,17.3445,0.2377,1330760000,N/A,2801600000,76000000,0,160000000,13.1236,1.404,4.8403,2.2428,
002623.SZ,ัวย๊ถู,2012-11-01,17.419,17.419,18.4039,17.3892,18.2944,551938,9947204.2,0.8754,5.0257,18.0223,0.7262,1397640000,N/A,2942400000,76000000,0,160000000,13.7831,1.4745,5.0835,2.3555,
002623.SZ,ัวย๊ถู,2012-11-02,18.2944,18.2049,18.4735,17.8667,18.4636,725847,13318160.8,0.1691,0.9244,18.3484,0.9551,1410560000,N/A,2969600000,76000000,0,160000000,13.9105,1.4882,5.1305,2.3773,
002623.SZ,ัวย๊ถู,2012-11-05,18.4636,18.4835,18.5034,18.006,18.0557,297251,5426137.6,-0.4079,-2.2091,18.2544,0.3911,1379400000,N/A,2904000000,76000000,0,160000000,13.6032,1.4553,5.0172,2.3248,
002623.SZ,ัวย๊ถู,2012-11-06,18.0557,18.0159,18.4039,17.5682,18.3641,355260,6405012,0.3084,1.708,18.0291,0.4674,1402960000,N/A,2953600000,76000000,0,160000000,13.8356,1.4802,5.1029,2.3645,
002623.SZ,ัวย๊ถู,2012-11-07,18.3641,18.3044,18.4437,18.0358,18.1552,206400,3781655,-0.2089,-1.1376,18.322,0.2716,1387000000,N/A,2920000000,76000000,0,160000000,13.6782,1.4633,5.0448,2.3376,
002623.SZ,ัวย๊ถู,2012-11-08,18.1552,18.0258,18.1751,17.6478,17.6478,261436,4681434.7,-0.5073,-2.7945,17.9066,0.344,1348240000,N/A,2838400000,76000000,0,160000000,13.2959,1.4224,4.9038,2.2722,
002623.SZ,ัวย๊ถู,2012-11-09,17.6478,17.6478,17.7075,17.4887,17.7075,139498,2472052.3,0.0597,0.3382,17.7211,0.1835,1352800000,N/A,2848000000,76000000,0,160000000,13.3409,1.4272,4.9204,2.2799,
002623.SZ,ัวย๊ถู,2012-11-12,17.7075,17.608,17.7871,17.5682,17.7075,94205,1671482.1,0,0,17.743,0.124,1352800000,N/A,2848000000,76000000,0,160000000,13.3409,1.4272,4.9204,2.2799,
002623.SZ,ัวย๊ถู,2012-11-13,17.7075,17.5881,17.7075,17.3195,17.6478,133551,2349563.9,-0.0597,-0.3371,17.593,0.1757,1348240000,N/A,2838400000,76000000,0,160000000,13.2959,1.4224,4.9038,2.2722,
002623.SZ,ัวย๊ถู,2012-11-14,17.6478,17.4688,17.618,17.419,17.5085,98500,1733132.6,-0.1393,-0.7892,17.5953,0.1296,1337600000,N/A,2816000000,76000000,0,160000000,13.191,1.4112,4.8651,2.2543,
002623.SZ,ัวย๊ถู,2012-11-15,17.5085,17.419,18.762,17.2897,17.9164,641727,11729651.5,0.4079,2.3295,18.2783,0.8444,1368760000,N/A,2881600000,76000000,0,160000000,13.4983,1.4441,4.9785,2.3068,
002623.SZ,ัวย๊ถู,2012-11-16,17.9164,17.7274,17.7274,17.2101,17.2598,345290,6019756.3,-0.6566,-3.6646,17.4339,0.4543,1318600000,N/A,2776000000,76000000,0,160000000,13.0036,1.3912,4.796,2.2223,
002623.SZ,ัวย๊ถู,2012-11-19,17.2598,17.2698,17.4887,17.1206,17.3195,153770,2668007.2,0.0597,0.3458,17.3506,0.2023,1323160000,N/A,2785600000,76000000,0,160000000,13.0486,1.396,4.8126,2.23,
002623.SZ,ัวย๊ถู,2012-11-20,17.3195,17.3195,17.429,17.2002,17.2201,144529,2511381.4,-0.0995,-0.5744,17.3763,0.1902,1315560000,N/A,2769600000,76000000,0,160000000,12.9737,1.3879,4.785,2.2172,
002623.SZ,ัวย๊ถู,2012-11-21,17.2201,17.3394,17.8368,17.1604,17.807,352420,6215249.4,0.5869,3.4084,17.6359,0.4637,1360400000,N/A,2864000000,76000000,0,160000000,13.4159,1.4353,4.9481,2.2927,
002623.SZ,ัวย๊ถู,2012-11-22,17.807,17.5583,17.8766,17.4389,17.807,306701,5438591.7,0,0,17.7326,0.4036,1360400000,N/A,2864000000,76000000,0,160000000,13.4159,1.4353,4.9481,2.2927,
002623.SZ,ัวย๊ถู,2012-11-23,17.807,17.5185,17.9861,17.5185,17.9264,362069,6502773.9,0.1194,0.6704,17.96,0.4764,1369520000,N/A,2883200000,76000000,0,160000000,13.5058,1.4449,4.9812,2.3081,
002623.SZ,ัวย๊ถู,2012-11-26,17.9264,17.8468,18.006,17.5085,17.5384,191599,3416935.1,-0.388,-2.1643,17.8338,0.2521,1339880000,N/A,2820800000,76000000,0,160000000,13.2135,1.4136,4.8734,2.2582,
002623.SZ,ัวย๊ถู,2012-11-27,17.5384,17.419,17.419,16.9117,17.1703,278499,4802502.8,-0.3681,-2.0987,17.2442,0.3664,1311760000,N/A,2761600000,76000000,0,160000000,12.9362,1.3839,4.7712,2.2108,
002623.SZ,ัวย๊ถู,2012-11-28,17.1703,16.7227,17.1604,16.2153,16.6431,333550,5531682.8,-0.5272,-3.0707,16.5843,0.4389,1271480000,N/A,2676800000,76000000,0,160000000,12.539,1.3414,4.6246,2.1429,
002623.SZ,ัวย๊ถู,2012-11-29,16.6431,16.5635,16.7227,16.4541,16.663,127451,2124529.8,0.0199,0.1195,16.6694,0.1677,1273000000,N/A,2680000000,76000000,0,160000000,12.5539,1.343,4.6302,2.1454,
002623.SZ,ัวย๊ถู,2012-11-30,16.663,16.3844,17.2101,16.3844,17.0111,164608,2801360.1,0.3482,2.0896,17.0184,0.2166,1299600000,N/A,2736000000,76000000,0,160000000,12.8163,1.3711,4.7269,2.1903,
002623.SZ,ัวย๊ถู,2012-12-03,17.0111,16.8918,16.9515,16.5635,16.8619,157199,2646421.6,-0.1492,-0.8772,16.8349,0.2068,1288200000,N/A,2712000000,76000000,0,160000000,12.7038,1.3591,4.6855,2.1711,
002623.SZ,ัวย๊ถู,2012-12-04,16.8619,16.8022,17.1305,16.5137,17.0609,296889,5018571.9,0.199,1.1799,16.9039,0.3906,1303400000,N/A,2744000000,76000000,0,160000000,12.8537,1.3751,4.7407,2.1967,
002623.SZ,ัวย๊ถู,2012-12-05,17.0609,16.9415,18.1054,16.9415,17.9065,881147,15838630.7,0.8456,4.9563,17.975,1.1594,1368000000,N/A,2880000000,76000000,0,160000000,13.4908,1.4433,4.9757,2.3055,
002623.SZ,ัวย๊ถู,2012-12-06,17.9065,18.1353,18.1552,17.7075,17.7374,172469,3095683.2,-0.1691,-0.9444,17.9492,0.2269,1355080000,N/A,2852800000,76000000,0,160000000,13.3634,1.4296,4.9287,2.2838,
002623.SZ,ัวย๊ถู,2012-12-07,17.7374,17.5185,18.2049,17.5185,18.0955,398593,7183670,0.3581,2.0191,18.0226,0.5245,1382440000,N/A,2910400000,76000000,0,160000000,13.6332,1.4585,5.0282,2.3299,
002623.SZ,ัวย๊ถู,2012-12-10,18.0955,17.9164,18.2049,17.7771,18.1552,438363,7957710.7,0.0597,0.3299,18.1532,0.5768,1387000000,N/A,2920000000,76000000,0,160000000,13.6782,1.4633,5.0448,2.3376,
002623.SZ,ัวย๊ถู,2012-12-11,18.1552,17.9861,18.1054,17.5583,17.6976,364150,6518392,-0.4576,-2.5205,17.9003,0.4791,1352040000,N/A,2846400000,76000000,0,160000000,13.3334,1.4264,4.9177,2.2787,
002623.SZ,ัวย๊ถู,2012-12-12,17.6976,17.6976,17.8866,17.6379,17.807,188230,3357581,0.1094,0.6183,17.8377,0.2477,1360400000,N/A,2864000000,76000000,0,160000000,13.4159,1.4353,4.9481,2.2927,
002623.SZ,ัวย๊ถู,2012-12-13,17.807,17.8965,18.0656,17.6777,17.6976,357612,6441855.7,-0.1094,-0.6145,18.0135,0.4705,1352040000,N/A,2846400000,76000000,0,160000000,13.3334,1.4264,4.9177,2.2787,
002623.SZ,ัวย๊ถู,2012-12-14,17.6976,17.6777,18.7023,17.6777,18.3641,1042800,19236180.3,0.6665,3.7662,18.4467,1.3721,1402960000,N/A,2953600000,76000000,0,160000000,13.8356,1.4802,5.1029,2.3645,
002623.SZ,ัวย๊ถู,2012-12-17,18.3641,18.5829,18.8117,18.1054,18.2248,461842,8493386.4,-0.1393,-0.7584,18.3902,0.6077,1392320000,N/A,2931200000,76000000,0,160000000,13.7306,1.4689,5.0642,2.3465,
002623.SZ,ัวย๊ถู,2012-12-18,18.2248,18.2049,18.4636,18.2049,18.4337,520117,9583046.2,0.2089,1.1463,18.4248,0.6844,1408280000,N/A,2964800000,76000000,0,160000000,13.888,1.4858,5.1222,2.3734,
002623.SZ,ัวย๊ถู,2012-12-19,18.4337,18.4536,18.5929,18.2646,18.4138,280337,5189809.6,-0.0199,-0.1079,18.5128,0.3689,1406760000,N/A,2961600000,76000000,0,160000000,13.873,1.4842,5.1167,2.3709,
002623.SZ,ัวย๊ถู,2012-12-20,18.4138,18.5929,18.762,18.3641,18.4735,534501,9976237.2,0.0597,0.3241,18.6646,0.7033,1411320000,N/A,2971200000,76000000,0,160000000,13.918,1.489,5.1333,2.3786,
002623.SZ,ัวย๊ถู,2012-12-21,18.4735,18.3939,19.0803,18.3243,18.8416,1148633,21635685.1,0.3681,1.9925,18.836,1.5114,1439440000,N/A,3030400000,76000000,0,160000000,14.1953,1.5186,5.2356,2.426,
002623.SZ,ัวย๊ถู,2012-12-24,18.8416,18.8814,19.8563,18.7421,19.2296,1105237,21483027.3,0.388,2.0591,19.4375,1.4543,1469080000,N/A,3092800000,76000000,0,160000000,14.4876,1.5499,5.3434,2.4759,
002623.SZ,ัวย๊ถู,2012-12-25,19.2296,19.1102,19.8563,19.1102,19.5777,1296779,25499439.4,0.3482,1.8107,19.6637,1.7063,1495680000,N/A,3148800000,76000000,0,160000000,14.75,1.578,5.4401,2.5207,
002623.SZ,ัวย๊ถู,2012-12-26,19.5777,19.6474,19.8961,19.5379,19.8961,1449504,28764820.7,0.3183,1.626,19.8446,1.9072,1520000000,N/A,3200000000,76000000,0,160000000,14.9898,1.6036,5.5286,2.5617,
002623.SZ,ัวย๊ถู,2012-12-27,19.8961,19.906,21.2789,19.906,20.8909,2921213,60922505.4,0.9948,5,20.8552,3.8437,1596000000,N/A,3360000000,76000000,0,160000000,15.7393,1.6838,5.805,2.6898,
002623.SZ,ัวย๊ถู,2012-12-28,20.8909,20.5328,20.7019,19.916,20.3736,2938631,59626520.3,-0.5173,-2.4762,20.2906,3.8666,1556480000,N/A,3276800000,76000000,0,160000000,15.3495,1.6421,5.6613,2.6232,
002623.SZ,ัวย๊ถู,2012-12-31,20.3736,20.2542,20.2542,19.6474,19.7966,2768800,55249136.8,-0.577,-2.832,19.9542,3.6432,1512400000,N/A,3184000000,76000000,0,160000000,14.9148,1.5956,5.5009,2.5489,
002623.SZ,ัวย๊ถู,2013-01-04,19.7966,19.9956,19.9956,19.4584,19.6573,1191923,23558956.3,-0.1393,-0.7035,19.7655,1.5683,1501760000,N/A,3161600000,76000000,0,160000000,43.1091,1.5645,5.1924,-7.4255,
002623.SZ,ัวย๊ถู,2013-01-07,19.6573,19.5976,20.0254,19.4982,19.7866,1331174,26476722.8,0.1293,0.6579,19.8898,1.7515,1511640000,N/A,3182400000,76000000,0,160000000,43.3927,1.5748,5.2266,-7.4743,
002623.SZ,ัวย๊ถู,2013-01-08,19.7866,19.8165,20.2841,19.5877,20.2841,2433841,48663668.5,0.4974,2.5138,19.9946,3.2024,1549640000,N/A,3262400000,76000000,0,160000000,44.4835,1.6144,5.358,-7.6622,
002623.SZ,ัวย๊ถู,2013-01-09,20.2841,20.2841,20.3039,19.5976,20.2343,1847939,37111291.4,-0.0497,-0.2452,20.0825,2.4315,1545840000,N/A,3254400000,76000000,0,160000000,44.3744,1.6104,5.3448,-7.6434,
002623.SZ,ัวย๊ถู,2013-01-10,20.2343,20.0254,20.4333,19.8961,20.4034,1577977,32091744.6,0.1691,0.8358,20.3373,2.0763,1558760000,N/A,3281600000,76000000,0,160000000,44.7453,1.6239,5.3895,-7.7073,
002623.SZ,ัวย๊ถู,2013-01-11,20.4034,20.5924,20.5924,20.0453,20.1348,1495493,30516580,-0.2686,-1.3164,20.4057,1.9678,1538240000,N/A,3238400000,76000000,0,160000000,44.1563,1.6025,5.3186,-7.6059,
002623.SZ,ัวย๊ถู,2013-01-14,20.1348,20.1149,20.861,19.9458,20.6123,1119786,23055790.7,0.4775,2.3715,20.5895,1.4734,1574720000,N/A,3315200000,76000000,0,160000000,45.2034,1.6405,5.4447,-7.7862,
002623.SZ,ัวย๊ถู,2013-01-15,20.6123,20.5924,21.2689,20.3437,21.1197,1810541,37883569.4,0.5073,2.4614,20.9239,2.3823,1613480000,N/A,3396800000,76000000,0,160000000,46.3161,1.6809,5.5787,-7.9779,
002623.SZ,ัวย๊ถู,2013-01-16,21.1197,21.0003,21.0898,20.3935,20.5924,991251,20725868.7,-0.5272,-2.4965,20.9088,1.3043,1573200000,N/A,3312000000,76000000,0,160000000,45.1598,1.6389,5.4394,-7.7787,
002623.SZ,ัวย๊ถู,2013-01-17,20.5924,20.8411,21.8658,20.7914,20.7914,1170760,24995963.9,0.199,0.9662,21.3502,1.5405,1588400000,N/A,3344000000,76000000,0,160000000,45.5961,1.6548,5.492,-7.8539,
002623.SZ,ัวย๊ถู,2013-01-18,20.7914,20.5924,21.1097,20.5924,21.06,915959,19215395.1,0.2686,1.2919,20.9784,1.2052,1608920000,N/A,3387200000,76000000,0,160000000,46.1852,1.6762,5.5629,-7.9553,
002623.SZ,ัวย๊ถู,2013-01-21,21.06,20.9804,21.0401,20.6422,20.7616,671161,14039832,-0.2984,-1.4171,20.9187,0.8831,1586120000,N/A,3339200000,76000000,0,160000000,45.5307,1.6524,5.4841,-7.8426,
002623.SZ,ัวย๊ถู,2013-01-22,20.7616,20.7914,20.7914,19.9956,20.0552,767699,15658012.2,-0.7063,-3.402,20.396,1.0101,1532160000,N/A,3225600000,76000000,0,160000000,43.9817,1.5962,5.2975,-7.5758,
002623.SZ,ัวย๊ถู,2013-01-23,20.0552,20.2244,20.2741,19.4982,20.2343,1191997,23740209.3,0.1791,0.8929,19.9163,1.5684,1545840000,N/A,3254400000,76000000,0,160000000,44.3744,1.6104,5.3448,-7.6434,
002623.SZ,ัวย๊ถู,2013-01-24,20.2343,20.105,20.2841,19.5877,19.6971,505285,10110829.6,-0.5372,-2.6549,20.0102,0.6648,1504800000,N/A,3168000000,76000000,0,160000000,43.1963,1.5677,5.2029,-7.4405,
002623.SZ,ัวย๊ถู,2013-01-25,19.6971,19.6374,19.9259,19.5479,19.6673,269510,5324589.4,-0.0298,-0.1515,19.7566,0.3546,1502520000,N/A,3163200000,76000000,0,160000000,43.1309,1.5653,5.1951,-7.4292,
002623.SZ,ัวย๊ถู,2013-01-28,19.6673,19.6772,20.0453,19.6772,19.9856,510807,10207565,0.3183,1.6186,19.9832,0.6721,1526840000,N/A,3214400000,76000000,0,160000000,43.829,1.5906,5.2791,-7.5495,
002623.SZ,ัวย๊ถู,2013-01-29,19.9856,19.8961,19.9458,19.5777,19.6175,741738,14675004.2,-0.3681,-1.8417,19.7846,0.976,1498720000,N/A,3155200000,76000000,0,160000000,43.0218,1.5614,5.1819,-7.4104,
002623.SZ,ัวย๊ถู,2013-01-30,19.6175,19.717,19.8364,19.2892,19.3091,779966,15226496.5,-0.3084,-1.572,19.522,1.0263,1475160000,N/A,3105600000,76000000,0,160000000,42.3455,1.5368,5.1005,-7.294,
002623.SZ,ัวย๊ถู,2013-01-31,19.3091,19.2992,19.4484,19.1898,19.1997,729616,14135075.4,-0.1094,-0.5667,19.3733,0.96,1466800000,N/A,3088000000,76000000,0,160000000,42.1055,1.5281,5.0716,-7.2526,
002623.SZ,ัวย๊ถู,2013-02-01,19.1997,19.1898,19.3987,19.0903,19.2992,430861,8351201,0.0995,0.5181,19.3826,0.5669,1474400000,N/A,3104000000,76000000,0,160000000,42.3237,1.536,5.0978,-7.2902,
002623.SZ,ัวย๊ถู,2013-02-04,19.2992,19.3191,19.3887,18.9013,19.0306,535739,10279616.9,-0.2686,-1.3918,19.1877,0.7049,1453880000,N/A,3060800000,76000000,0,160000000,41.7346,1.5146,5.0269,-7.1887,
002623.SZ,ัวย๊ถู,2013-02-05,19.0306,19.0008,19.3887,18.951,19.339,530811,10263248.1,0.3084,1.6205,19.335,0.6984,1477440000,N/A,3110400000,76000000,0,160000000,42.4109,1.5392,5.1083,-7.3052,
002623.SZ,ัวย๊ถู,2013-02-06,19.339,19.2992,19.4683,19.1002,19.2793,538245,10450056.1,-0.0597,-0.3086,19.4151,0.7082,1472880000,N/A,3100800000,76000000,0,160000000,42.2801,1.5344,5.0926,-7.2827,
002623.SZ,ัวย๊ถู,2013-02-07,19.2793,19.2594,19.3688,19.2196,19.329,283022,5488734.9,0.0497,0.258,19.3933,0.3724,1476680000,N/A,3108800000,76000000,0,160000000,42.3891,1.5384,5.1057,-7.3015,
002623.SZ,ัวย๊ถู,2013-02-08,19.329,19.329,19.6772,19.2694,19.5678,498585,9798518,0.2388,1.2352,19.6527,0.656,1494920000,N/A,3147200000,76000000,0,160000000,42.9127,1.5574,5.1688,-7.3917,
002623.SZ,ัวย๊ถู,2013-02-18,19.5678,19.6971,19.7767,19.4982,19.7469,664339,13112478.6,0.1791,0.9151,19.7376,0.8741,1508600000,N/A,3176000000,76000000,0,160000000,43.3054,1.5716,5.2161,-7.4593,
002623.SZ,ัวย๊ถู,2013-02-19,19.7469,19.8463,19.8762,19.3987,19.4584,503473,9896479.1,-0.2885,-1.461,19.6564,0.6625,1486560000,N/A,3129600000,76000000,0,160000000,42.6727,1.5487,5.1399,-7.3503,
002623.SZ,ัวย๊ถู,2013-02-20,19.4584,19.3788,19.5877,19.3589,19.5678,669282,13112157.9,0.1094,0.5624,19.5914,0.8806,1494920000,N/A,3147200000,76000000,0,160000000,42.9127,1.5574,5.1688,-7.3917,
002623.SZ,ัวย๊ถู,2013-02-21,19.5678,19.4982,19.528,19.1301,19.1997,605852,11754365.5,-0.3681,-1.881,19.4014,0.7972,1466800000,N/A,3088000000,76000000,0,160000000,42.1055,1.5281,5.0716,-7.2526,
002623.SZ,ัวย๊ถู,2013-02-22,19.1997,19.2097,19.3091,19.1002,19.1301,355138,6847670.7,-0.0696,-0.3627,19.2817,0.4673,1461480000,N/A,3076800000,76000000,0,160000000,41.9528,1.5226,5.0532,-7.2263,
002623.SZ,ัวย๊ถู,2013-02-25,19.1301,19.0803,19.2594,19.0803,19.1798,326287,6292641.3,0.0497,0.26,19.2856,0.4293,1465280000,N/A,3084800000,76000000,0,160000000,42.0619,1.5265,5.0663,-7.2451,
002623.SZ,ัวย๊ถู,2013-02-26,19.1798,19.15,19.5081,18.8615,18.8814,662694,12828017.9,-0.2984,-1.556,19.3574,0.872,1442480000,N/A,3036800000,76000000,0,160000000,41.4074,1.5028,4.9875,-7.1324,
002623.SZ,ัวย๊ถู,2013-02-27,18.8814,18.9212,19.0306,18.2348,18.2646,1014758,18953648.4,-0.6168,-3.2666,18.678,1.3352,1395360000,N/A,2937600000,76000000,0,160000000,40.0548,1.4537,4.8245,-6.8994,
002623.SZ,ัวย๊ถู,2013-02-28,18.2646,18.2845,18.7918,18.2845,18.6227,747310,13937557,0.3581,1.9608,18.6503,0.9833,1422720000,N/A,2995200000,76000000,0,160000000,40.8402,1.4822,4.9191,-7.0347,
002623.SZ,ัวย๊ถู,2013-03-01,18.6227,18.6028,19.0207,18.5829,18.961,942993,17805624.4,0.3382,1.8162,18.882,1.2408,1448560000,N/A,3049600000,76000000,0,160000000,41.5819,1.5091,5.0085,-7.1624,
002623.SZ,ัวย๊ถู,2013-03-04,18.961,18.8316,18.8316,18.1552,18.5034,853173,15803938.2,-0.4576,-2.4134,18.5237,1.1226,1413600000,N/A,2976000000,76000000,0,160000000,40.5784,1.4727,4.8876,-6.9896,
002623.SZ,ัวย๊ถู,2013-03-05,18.5034,18.185,18.9013,18.185,18.8515,838796,15620172.8,0.3482,1.8817,18.6221,1.1037,1440200000,N/A,3032000000,76000000,0,160000000,41.3419,1.5004,4.9796,-7.1211,
002623.SZ,ัวย๊ถู,2013-03-06,18.8515,18.7918,18.9908,18.6526,18.8913,704656,13379701.7,0.0398,0.2111,18.9876,0.9272,1443240000,N/A,3038400000,76000000,0,160000000,41.4292,1.5036,4.9901,-7.1361,
002623.SZ,ัวย๊ถู,2013-03-07,18.8913,18.9709,19.0604,18.7023,18.7023,537088,10203917.5,-0.189,-1.0005,18.9986,0.7067,1428800000,N/A,3008000000,76000000,0,160000000,41.0147,1.4885,4.9402,-7.0647,
002623.SZ,ัวย๊ถู,2013-03-08,18.7023,18.7023,18.8416,18.5431,18.7023,372451,6994855.5,0,0,18.7806,0.4901,1428800000,N/A,3008000000,76000000,0,160000000,41.0147,1.4885,4.9402,-7.0647,
002623.SZ,ัวย๊ถู,2013-03-11,18.7023,18.7023,18.7322,18.5133,18.573,294508,5514426.9,-0.1293,-0.6915,18.7242,0.3875,1418920000,N/A,2987200000,76000000,0,160000000,40.7311,1.4782,4.906,-7.0159,
002623.SZ,ัวย๊ถู,2013-03-12,18.573,18.5034,18.6824,17.7572,17.8567,623293,11347969.4,-0.7163,-3.8565,18.2065,0.8201,1364200000,N/A,2872000000,76000000,0,160000000,39.1603,1.4212,4.7168,-6.7453,
002623.SZ,ัวย๊ถู,2013-03-13,17.8567,17.7871,17.996,17.419,17.8468,401788,7115355.4,-0.0099,-0.0557,17.7092,0.5287,1363440000,N/A,2870400000,76000000,0,160000000,39.1385,1.4204,4.7142,-6.7416,
002623.SZ,ัวย๊ถู,2013-03-14,17.8468,17.5284,17.8965,17.5284,17.7075,176099,3140442.7,-0.1393,-0.7804,17.8334,0.2317,1352800000,N/A,2848000000,76000000,0,160000000,38.8331,1.4093,4.6774,-6.6889,
002623.SZ,ัวย๊ถู,2013-03-15,17.7075,17.7274,17.9264,17.5085,17.6876,236344,4227914.9,-0.0199,-0.1124,17.8888,0.311,1351280000,N/A,2844800000,76000000,0,160000000,38.7894,1.4078,4.6721,-6.6814,
002623.SZ,ัวย๊ถู,2013-03-18,17.6876,17.6578,17.8667,17.24,17.3195,456601,7969427.4,-0.3681,-2.081,17.4538,0.6008,1323160000,N/A,2785600000,76000000,0,160000000,37.9822,1.3785,4.5749,-6.5424,
002623.SZ,ัวย๊ถู,2013-03-19,17.3195,17.2101,17.3096,17.1803,17.2897,290102,5024869.7,-0.0298,-0.1723,17.321,0.3817,1320880000,N/A,2780800000,76000000,0,160000000,37.9168,1.3761,4.567,-6.5311,
002623.SZ,ัวย๊ถู,2013-03-20,17.2897,17.2996,17.6876,17.2996,17.6478,343238,6043833.6,0.3581,2.0713,17.6083,0.4516,1348240000,N/A,2838400000,76000000,0,160000000,38.7022,1.4046,4.6616,-6.6664,
002623.SZ,ัวย๊ถู,2013-03-21,17.6478,17.6478,17.6478,17.3991,17.5981,683633,12025823.1,-0.0497,-0.2818,17.5911,0.8995,1344440000,N/A,2830400000,76000000,0,160000000,38.5931,1.4006,4.6485,-6.6476,
002623.SZ,ัวย๊ถู,2013-03-22,17.5981,17.4091,17.5085,17.3096,17.4389,596102,10425411.6,-0.1592,-0.9045,17.4893,0.7843,1332280000,N/A,2804800000,76000000,0,160000000,38.244,1.388,4.6064,-6.5875,
002623.SZ,ัวย๊ถู,2013-03-25,17.4389,17.4887,17.4986,17.24,17.4091,356823,6225992.7,-0.0298,-0.1711,17.4484,0.4695,1330000000,N/A,2800000000,76000000,0,160000000,38.1786,1.3856,4.5986,-6.5762,
002623.SZ,ัวย๊ถู,2013-03-26,17.4091,17.3991,17.4986,17.0907,17.4787,456365,7936914,0.0696,0.4,17.3916,0.6005,1335320000,N/A,2811200000,76000000,0,160000000,38.3313,1.3911,4.617,-6.6025,
002623.SZ,ัวย๊ถู,2013-03-27,17.4787,17.3792,17.7672,17.3792,17.7672,715042,12622061.7,0.2885,1.6505,17.6522,0.9408,1357360000,N/A,2857600000,76000000,0,160000000,38.964,1.4141,4.6932,-6.7115,
002623.SZ,ัวย๊ถู,2013-03-28,17.7672,17.6578,17.6876,17.419,17.4389,490110,8645635.5,-0.3283,-1.8477,17.6402,0.6449,1332280000,N/A,2804800000,76000000,0,160000000,38.244,1.388,4.6064,-6.5875,
002623.SZ,ัวย๊ถู,2013-03-29,17.4389,17.419,17.5185,17.1206,17.1206,293150,5087500.1,-0.3183,-1.8254,17.3546,0.3857,1307960000,N/A,2753600000,76000000,0,160000000,37.5459,1.3626,4.5224,-6.4672,
002623.SZ,ัวย๊ถู,2013-04-01,17.1206,17.0111,17.24,16.9913,17.1405,300250,5170998.4,0.0199,0.1162,17.2223,0.3951,1309480000,N/A,2756800000,76000000,0,160000000,37.5895,1.3642,4.5276,-6.4747,
002623.SZ,ัวย๊ถู,2013-04-02,17.1405,17.3096,17.3096,16.9614,16.9714,259702,4464858.5,-0.1691,-0.9867,17.1922,0.3417,1296560000,N/A,2729600000,76000000,0,160000000,37.2187,1.3507,4.4829,-6.4109,
002623.SZ,ัวย๊ถู,2013-04-03,16.9714,17.3991,17.3991,17.0211,17.0609,320808,5537660.2,0.0895,0.5275,17.2616,0.4221,1303400000,N/A,2744000000,76000000,0,160000000,37.415,1.3579,4.5066,-6.4447,
002623.SZ,ัวย๊ถู,2013-04-08,17.0609,16.9614,16.9614,16.5734,16.7624,375015,6293287.9,-0.2984,-1.7493,16.7814,0.4934,1280600000,N/A,2696000000,76000000,0,160000000,36.7605,1.3341,4.4278,-6.3319,
002623.SZ,ัวย๊ถู,2013-04-09,16.7624,16.7923,17.2698,16.7823,17.24,532817,9133388.9,0.4775,2.8487,17.1417,0.7011,1317080000,N/A,2772800000,76000000,0,160000000,37.8077,1.3721,4.5539,-6.5123,
002623.SZ,ัวย๊ถู,2013-04-10,17.24,17.9264,18.384,17.5085,17.5682,1057501,18923596.8,0.3283,1.9042,17.8946,1.3914,1342160000,N/A,2825600000,76000000,0,160000000,38.5276,1.3983,4.6406,-6.6363,
002623.SZ,ัวย๊ถู,2013-04-11,17.5682,17.5682,17.6478,17.2698,17.3394,495348,8649843.8,-0.2288,-1.3024,17.4622,0.6518,1324680000,N/A,2788800000,76000000,0,160000000,38.0259,1.38,4.5802,-6.5499,
002623.SZ,ัวย๊ถู,2013-04-12,17.3394,17.3593,17.4489,17.1803,17.2002,262581,4558552.9,-0.1393,-0.8032,17.3606,0.3455,1314040000,N/A,2766400000,76000000,0,160000000,37.7204,1.369,4.5434,-6.4973,
002623.SZ,ัวย๊ถู,2013-04-15,17.2002,17.1106,17.1206,16.7425,17.0111,308357,5239059.1,-0.189,-1.0989,16.9902,0.4057,1299600000,N/A,2736000000,76000000,0,160000000,37.3059,1.3539,4.4935,-6.4259,
002623.SZ,ัวย๊ถู,2013-04-16,17.0111,16.6431,16.9614,16.6232,16.9515,220422,3720736.3,-0.0597,-0.3509,16.8801,0.29,1295040000,N/A,2726400000,76000000,0,160000000,37.175,1.3492,4.4777,-6.4033,
