ДњТы,МђГЦ,ШеЦк,ЧАЪеХЬМл(дЊ),ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),ГЩНЛН№Жю(дЊ),еЧЕј(дЊ),еЧЕјЗљ(%),ОљМл(дЊ),ЛЛЪжТЪ(%),AЙЩСїЭЈЪажЕ(дЊ),BЙЩСїЭЈЪажЕ(дЊ),змЪажЕ(дЊ),AЙЩСїЭЈЙЩБО(ЙЩ),BЙЩСїЭЈЙЩБО(ЙЩ),змЙЩБО(ЙЩ),ЪагЏТЪ,ЪаОЛТЪ,ЪаЯњТЪ,ЪаЯжТЪ,
002287.SZ,Цце§ВивЉ,2015-06-03,42.6428,42.6626,43.1781,40.244,41.8796,4505236,190172874.3,-0.7632,-1.7899,42.2115,1.1097,17153500000,N/A,17153500000,406000000,0,406000000,72.2149,11.4039,18.0543,-71.1429,
002287.SZ,Цце§ВивЉ,2015-06-04,41.8796,41.4335,46.0328,37.6966,45.0812,6042529,255271478.3,3.2017,7.645,42.2458,1.4883,18464880000,N/A,18464880000,406000000,0,406000000,77.7357,12.2757,19.4346,-76.5817,
002287.SZ,Цце§ВивЉ,2015-06-05,45.0812,45.3885,46.578,44.6154,45.6264,7064528,326115321.1,0.5452,1.2093,46.1624,1.74,18688180000,N/A,18688180000,406000000,0,406000000,78.6758,12.4242,19.6696,-77.5079,
002287.SZ,Цце§ВивЉ,2015-06-08,45.6264,44.774,45.2002,42.5734,43.3069,4282752,189759465.2,-2.3195,-5.0836,44.3078,1.0549,17738140000,N/A,17738140000,406000000,0,406000000,74.6762,11.7926,18.6697,-73.5676,
002287.SZ,Цце§ВивЉ,2015-06-09,43.3069,43.297,46.1518,42.2265,45.0119,5319442,239957926.4,1.7049,3.9368,45.1096,1.3102,18436460000,N/A,18436460000,406000000,0,406000000,77.616,12.2568,19.4046,-76.4639,
002287.SZ,Цце§ВивЉ,2015-06-10,45.0119,44.9722,46.5582,43.9215,46.3897,3623977,168057038.3,1.3778,3.061,46.3736,0.8926,19000800000,N/A,19000800000,406000000,0,406000000,79.9919,12.632,19.9986,-78.8044,
002287.SZ,Цце§ВивЉ,2015-06-11,46.3897,46.3897,50.4438,46.0923,50.1068,4300972,210085351.4,3.7171,8.0128,48.846,1.0594,20523300000,N/A,20523300000,406000000,0,406000000,86.4015,13.6442,21.6011,-85.1189,
002287.SZ,Цце§ВивЉ,2015-06-12,50.1068,50.5529,50.5529,48.1739,48.5704,3768380,185771615.9,-1.5364,-3.0663,49.2975,0.9282,19894000000,N/A,19894000000,406000000,0,406000000,83.7522,13.2258,20.9387,-82.5089,
002287.SZ,Цце§ВивЉ,2015-06-15,48.5704,48.4415,48.5704,45.5967,45.9734,3161035,149827594.9,-2.597,-5.3469,47.3983,0.7786,18830280000,N/A,18830280000,406000000,0,406000000,79.274,12.5186,19.8191,-78.0972,
002287.SZ,Цце§ВивЉ,2015-06-16,45.9734,44.7244,45.8941,42.8212,44.09,2764797,124519987.4,-1.8833,-4.0966,45.0377,0.681,18058880000,N/A,18058880000,406000000,0,406000000,76.0265,12.0058,19.0072,-74.8979,
002287.SZ,Цце§ВивЉ,2015-06-17,44.09,44.48,45,41.71,44.41,3292229,141214169.6,0.32,0.7258,42.8932,0.8109,18030460000,N/A,18030460000,406000000,0,406000000,75.9068,11.9869,18.9773,-74.78,
002287.SZ,Цце§ВивЉ,2015-06-18,44.41,44.2,48.45,43.18,43.5,5297029,244300698.1,-0.91,-2.0491,46.1203,1.3047,17661000000,N/A,17661000000,406000000,0,406000000,74.3514,11.7413,18.5885,-73.2477,
002287.SZ,Цце§ВивЉ,2015-06-19,43.5,43.48,45,39.95,40.4,3417031,145239458.6,-3.1,-7.1264,42.5046,0.8416,16402400000,N/A,16402400000,406000000,0,406000000,69.0528,10.9045,17.2638,-68.0278,
002287.SZ,Цце§ВивЉ,2015-06-23,40.4,40.4,41.66,37.9,41.56,3308757,132578759.5,1.16,2.8713,40.0691,0.815,16873360000,N/A,16873360000,406000000,0,406000000,71.0355,11.2176,17.7595,-69.981,
002287.SZ,Цце§ВивЉ,2015-06-24,41.56,41.57,42.5,40.66,41.91,2694326,112408458.6,0.35,0.8422,41.7204,0.6636,17015460000,N/A,17015460000,406000000,0,406000000,71.6337,11.3121,17.909,-70.5704,
002287.SZ,Цце§ВивЉ,2015-06-25,41.91,42.16,44,40.82,42.88,5172795,219200472,0.97,2.3145,42.3756,1.2741,17409280000,N/A,17409280000,406000000,0,406000000,73.2917,11.5739,18.3235,-72.2037,
002287.SZ,Цце§ВивЉ,2015-06-26,42.88,41.5,41.6,38.59,38.59,4755735,189557443.2,-4.29,-10.0047,39.8587,1.1714,15667540000,N/A,15667540000,406000000,0,406000000,65.9591,10.416,16.4903,-64.98,
002287.SZ,Цце§ВивЉ,2015-06-29,38.59,39.81,39.81,34.73,35.99,5013577,185571971.2,-2.6,-6.7375,37.0139,1.2349,14611940000,N/A,14611940000,406000000,0,406000000,61.5151,9.7142,15.3793,-60.602,
002287.SZ,Цце§ВивЉ,2015-06-30,35.99,35,39.4,32.39,38.71,4394453,158174156.8,2.72,7.5577,35.994,1.0824,15716260000,N/A,15716260000,406000000,0,406000000,66.1642,10.4484,16.5416,-65.182,
002287.SZ,Цце§ВивЉ,2015-07-01,38.71,38.71,40.48,37.25,38.3,3748774,147110594.6,-0.41,-1.0592,39.2423,0.9233,15549800000,N/A,15549800000,406000000,0,406000000,65.4634,10.3377,16.3664,-64.4917,
002287.SZ,Цце§ВивЉ,2015-07-02,38.3,38.11,39.89,36.45,36.84,4255291,162281604.6,-1.46,-3.812,38.1364,1.0481,14957040000,N/A,14957040000,406000000,0,406000000,62.968,9.9436,15.7425,-62.0332,
002287.SZ,Цце§ВивЉ,2015-07-03,36.84,36.71,37.9,33.16,33.16,3024262,105205701.8,-3.68,-9.9891,34.7872,0.7449,13462960000,N/A,13462960000,406000000,0,406000000,56.678,8.9504,14.17,-55.8366,
002287.SZ,Цце§ВивЉ,2015-07-06,33.16,36.45,36.47,29.84,29.84,4117370,131503079.9,-3.32,-10.0121,31.9386,1.0141,12115040000,N/A,12115040000,406000000,0,406000000,51.0034,8.0542,12.7513,-50.2462,
002287.SZ,Цце§ВивЉ,2015-07-07,29.84,28.11,28.12,26.86,26.86,968424,26226639.3,-2.98,-9.9866,27.0818,0.2385,10905160000,N/A,10905160000,406000000,0,406000000,45.9099,7.2499,11.4778,-45.2284,
002287.SZ,Цце§ВивЉ,2015-07-08,26.86,24.17,29.55,24.17,29,11415771,302446986.5,2.14,7.9672,26.4938,2.8118,11774000000,N/A,11774000000,406000000,0,406000000,49.5676,7.8275,12.3923,-48.8318,
002287.SZ,Цце§ВивЉ,2015-07-09,29,27.52,31.9,27.52,31.9,2476175,76418160.7,2.9,10,30.8614,0.6099,12951400000,N/A,12951400000,406000000,0,406000000,54.5244,8.6103,13.6315,-53.715,
002287.SZ,Цце§ВивЉ,2015-07-10,31.9,34.12,35.09,33,35.09,2966418,103381484.1,3.19,10,34.8506,0.7306,14246540000,N/A,14246540000,406000000,0,406000000,59.9768,9.4713,14.9947,-59.0865,
002287.SZ,Цце§ВивЉ,2015-07-13,35.09,35.78,38.6,35.2,38.6,4934297,183384415.3,3.51,10.0028,37.1653,1.2153,15671600000,N/A,15671600000,406000000,0,406000000,65.9762,10.4187,16.4946,-64.9968,
002287.SZ,Цце§ВивЉ,2015-07-14,38.6,37.97,40.45,35.6,36.3,4828481,182801998.5,-2.3,-5.9585,37.8591,1.1893,14737800000,N/A,14737800000,406000000,0,406000000,62.045,9.7979,15.5117,-61.1239,
002287.SZ,Цце§ВивЉ,2015-07-15,36.3,35.7,37.2,32.88,32.9,3329132,116114387.4,-3.4,-9.3664,34.8783,0.82,13357400000,N/A,13357400000,406000000,0,406000000,56.2336,8.8802,14.0589,-55.3988,
002287.SZ,Цце§ВивЉ,2015-07-16,32.9,32.9,35.88,31.03,35.16,3158175,108386705.7,2.26,6.8693,34.3194,0.7779,14274960000,N/A,14274960000,406000000,0,406000000,60.0965,9.4902,15.0246,-59.2044,
002287.SZ,Цце§ВивЉ,2015-07-17,35.16,35.22,37.99,35.22,37.54,2149677,79162322.5,2.38,6.7691,36.8252,0.5295,15241240000,N/A,15241240000,406000000,0,406000000,64.1644,10.1326,16.0416,-63.2119,
002287.SZ,Цце§ВивЉ,2015-07-20,37.54,37.7,38.7,36.9,37.33,2437064,91759123.3,-0.21,-0.5594,37.6515,0.6003,15155980000,N/A,15155980000,406000000,0,406000000,63.8055,10.0759,15.9519,-62.8583,
002287.SZ,Цце§ВивЉ,2015-07-21,37.33,36.54,37.72,35.91,37.18,2240177,82674802.2,-0.15,-0.4018,36.9055,0.5518,15095080000,N/A,15095080000,406000000,0,406000000,63.5491,10.0354,15.8878,-62.6057,
002287.SZ,Цце§ВивЉ,2015-07-22,37.18,36.7,37.35,35.53,36.11,3022396,109885449.8,-1.07,-2.8779,36.3571,0.7444,14660660000,N/A,14660660000,406000000,0,406000000,61.7202,9.7466,15.4306,-60.804,
002287.SZ,Цце§ВивЉ,2015-07-23,36.11,36.11,38.16,35.5,37.85,3804567,140761944.2,1.74,4.8186,36.9982,0.9371,15367100000,N/A,15367100000,406000000,0,406000000,64.6943,10.2163,16.1741,-63.7339,
002287.SZ,Цце§ВивЉ,2015-07-24,37.85,37.39,38.14,35.61,35.9,3956184,147066704.2,-1.95,-5.1519,37.1739,0.9744,14575400000,N/A,14575400000,406000000,0,406000000,61.3613,9.6899,15.3408,-60.4504,
002287.SZ,Цце§ВивЉ,2015-07-27,35.9,35,36.59,32.31,32.31,2977923,103334449.8,-3.59,-10,34.7002,0.7335,13117860000,N/A,13117860000,406000000,0,406000000,55.2252,8.7209,13.8067,-54.4054,
002287.SZ,Цце§ВивЉ,2015-07-28,32.31,29.46,33.98,29.41,32.4,3225817,101781345.6,0.09,0.2786,31.5521,0.7945,13154400000,N/A,13154400000,406000000,0,406000000,55.379,8.7452,13.8452,-54.5569,
002287.SZ,Цце§ВивЉ,2015-07-29,32.4,32.81,34.85,31,34.8,1988042,65782014.1,2.4,7.4074,33.0888,0.4897,14128800000,N/A,14128800000,406000000,0,406000000,59.4811,9.393,14.8708,-58.5982,
002287.SZ,Цце§ВивЉ,2015-07-30,34.8,34.49,36.18,33.8,33.84,2443059,85577574.5,-0.96,-2.7586,35.0289,0.6017,13739040000,N/A,13739040000,406000000,0,406000000,57.8403,9.1339,14.4605,-56.9817,
002287.SZ,Цце§ВивЉ,2015-07-31,33.84,35.3,37.22,35.3,37.22,6452513,236316658,3.38,9.9882,36.624,1.5893,15111320000,N/A,15111320000,406000000,0,406000000,63.6175,10.0462,15.9049,-62.6731,
002287.SZ,Цце§ВивЉ,2015-08-03,37.22,37.6,39.49,35.4,38.42,6986896,263596778.6,1.2,3.2241,37.7273,1.7209,15598520000,N/A,15598520000,406000000,0,406000000,65.6685,10.3701,16.4177,-64.6937,
002287.SZ,Цце§ВивЉ,2015-08-04,38.42,37.5,40.49,36.3,40.17,6650782,258441904.4,1.75,4.5549,38.8589,1.6381,16309020000,N/A,16309020000,406000000,0,406000000,68.6597,10.8425,17.1655,-67.6405,
002287.SZ,Цце§ВивЉ,2015-08-05,40.17,40.69,44.17,39.03,41.2,7405757,302657950.9,1.03,2.5641,40.8679,1.8241,16727200000,N/A,16727200000,406000000,0,406000000,70.4202,11.1205,17.6056,-69.3748,
002287.SZ,Цце§ВивЉ,2015-08-06,41.2,39.98,42.9,39.01,39.7,4523684,185242043.6,-1.5,-3.6408,40.9494,1.1142,16118200000,N/A,16118200000,406000000,0,406000000,67.8564,10.7156,16.9646,-66.8491,
002287.SZ,Цце§ВивЉ,2015-08-07,39.7,39.2,40.56,38.68,40.1,3896682,154692362.8,0.4,1.0076,39.6985,0.9598,16280600000,N/A,16280600000,406000000,0,406000000,68.54,10.8236,17.1356,-67.5226,
002287.SZ,Цце§ВивЉ,2015-08-10,40.1,40.2,42.36,39.87,41.65,3729671,153695893,1.55,3.8653,41.209,0.9186,16909900000,N/A,16909900000,406000000,0,406000000,71.1893,11.2419,17.7979,-70.1326,
002287.SZ,Цце§ВивЉ,2015-08-11,41.65,41.65,42.65,40.2,40.65,3437885,143330685.4,-1,-2.401,41.6915,0.8468,16503900000,N/A,16503900000,406000000,0,406000000,69.4801,10.972,17.3706,-68.4487,
002287.SZ,Цце§ВивЉ,2015-08-12,40.65,40.65,41.97,40.2,40.4,2292624,93890438,-0.25,-0.615,40.9533,0.5647,16402400000,N/A,16402400000,406000000,0,406000000,69.0528,10.9045,17.2638,-68.0278,
002287.SZ,Цце§ВивЉ,2015-08-13,40.4,40.1,40.72,39.15,40.71,1894117,76117978.3,0.31,0.7673,40.1865,0.4665,16528260000,N/A,16528260000,406000000,0,406000000,69.5827,10.9882,17.3962,-68.5498,
002287.SZ,Цце§ВивЉ,2015-08-14,40.71,40.76,43.02,40.41,42.7,3836187,160762342.3,1.99,4.8882,41.9068,0.9449,17336200000,N/A,17336200000,406000000,0,406000000,72.984,11.5253,18.2466,-71.9006,
002287.SZ,Цце§ВивЉ,2015-08-17,42.7,43,44.97,42,44.62,4496015,197179796.5,1.92,4.4965,43.8566,1.1074,18115720000,N/A,18115720000,406000000,0,406000000,76.2658,12.0436,19.0671,-75.1336,
002287.SZ,Цце§ВивЉ,2015-08-18,44.62,44.67,44.67,40.16,40.16,3602170,153290177.6,-4.46,-9.9955,42.555,0.8872,16304960000,N/A,16304960000,406000000,0,406000000,68.6426,10.8398,17.1612,-67.6236,
002287.SZ,Цце§ВивЉ,2015-08-19,40.16,38.65,44,36.3,43.15,4634293,185121586.9,2.99,7.4452,39.946,1.1415,17518900000,N/A,17518900000,406000000,0,406000000,73.7532,11.6468,18.4389,-72.6584,
002287.SZ,Цце§ВивЉ,2015-08-20,43.15,42,45,41.8,43,4871002,212229528.4,-0.15,-0.3476,43.57,1.1998,17458000000,N/A,17458000000,406000000,0,406000000,73.4968,11.6063,18.3748,-72.4058,
002287.SZ,Цце§ВивЉ,2015-08-21,43,41,44.28,39,39.75,3674100,152158761.8,-3.25,-7.5581,41.4139,0.905,16138500000,N/A,16138500000,406000000,0,406000000,67.9418,10.7291,16.986,-66.9333,
002287.SZ,Цце§ВивЉ,2015-08-24,39.75,37.5,38.03,35.78,35.78,2656480,96092542.1,-3.97,-9.9874,36.1729,0.6543,14526680000,N/A,14526680000,406000000,0,406000000,61.1562,9.6575,15.2895,-60.2483,
002287.SZ,Цце§ВивЉ,2015-08-25,35.78,32.2,33,32.2,32.2,1657890,53584228.6,-3.58,-10.0056,32.3207,0.4083,13073200000,N/A,13073200000,406000000,0,406000000,55.0371,8.6912,13.7597,-54.2201,
002287.SZ,Цце§ВивЉ,2015-08-26,32.2,32.5,33.37,28.98,29,4030116,123547019.5,-3.2,-9.9379,30.6559,0.9926,11774000000,N/A,11774000000,406000000,0,406000000,49.5676,7.8275,12.3923,-48.8318,
002287.SZ,Цце§ВивЉ,2015-08-27,29,30,30.4,27.02,29.73,2902692,84931456.6,0.73,2.5172,29.2595,0.7149,12070380000,N/A,12070380000,406000000,0,406000000,50.8153,8.0246,12.7043,-50.061,
002287.SZ,Цце§ВивЉ,2015-08-28,29.73,29.89,32.64,29.7,32.64,3246721,100634211.1,2.91,9.7881,30.9956,0.7997,13251840000,N/A,13251840000,406000000,0,406000000,55.7892,8.81,13.9478,-54.961,
002287.SZ,Цце§ВивЉ,2015-08-31,32.64,32.59,32.59,29.5,29.65,2637230,81919906.4,-2.99,-9.1605,31.0629,0.6496,12037900000,N/A,12037900000,406000000,0,406000000,50.6786,8.003,12.6701,-49.9263,
002287.SZ,Цце§ВивЉ,2015-09-01,29.65,28.89,28.9,26.69,26.69,2643895,72265058.3,-2.96,-9.9831,27.3328,0.6512,10836140000,N/A,10836140000,406000000,0,406000000,45.6193,7.204,11.4052,-44.9421,
002287.SZ,Цце§ВивЉ,2015-09-02,26.69,25.3,28.3,24.55,25.85,2857388,76609578.1,-0.84,-3.1472,26.8111,0.7038,10495100000,N/A,10495100000,406000000,0,406000000,44.1835,6.9773,11.0462,-43.5277,
002287.SZ,Цце§ВивЉ,2015-09-07,25.85,26.99,28.06,26.41,27.18,1923309,52555316.5,1.33,5.1451,27.3255,0.4737,11035080000,N/A,11035080000,406000000,0,406000000,46.4568,7.3363,11.6146,-45.7672,
002287.SZ,Цце§ВивЉ,2015-09-08,27.18,27.3,29.1,26.6,29.02,1777771,49176332.7,1.84,6.7697,27.6618,0.4379,11782120000,N/A,11782120000,406000000,0,406000000,49.6018,7.8329,12.4009,-48.8655,
002287.SZ,Цце§ВивЉ,2015-09-09,29.02,29.02,30.19,28.55,29.54,3442222,101590159.4,0.52,1.7919,29.513,0.8478,11993240000,N/A,11993240000,406000000,0,406000000,50.4906,7.9733,12.6231,-49.7411,
002287.SZ,Цце§ВивЉ,2015-09-10,29.54,29.01,29.58,28.06,28.12,1773645,50956958.6,-1.42,-4.807,28.7301,0.4369,11416720000,N/A,11416720000,406000000,0,406000000,48.0635,7.59,12.0163,-47.35,
002287.SZ,Цце§ВивЉ,2015-09-11,28.12,28.11,28.6,27.4,27.94,1589871,44454553.2,-0.18,-0.6401,27.9611,0.3916,11343640000,N/A,11343640000,406000000,0,406000000,47.7558,7.5414,11.9393,-47.0469,
002287.SZ,Цце§ВивЉ,2015-09-14,27.94,28.2,28.35,25.15,25.16,2166577,57533098.7,-2.78,-9.9499,26.5548,0.5336,10214960000,N/A,10214960000,406000000,0,406000000,43.0042,6.791,10.7514,-42.3658,
002287.SZ,Цце§ВивЉ,2015-09-15,25.16,25.01,25.74,23,23.2,2185758,53070071.8,-1.96,-7.7901,24.2799,0.5384,9419200000,N/A,9419200000,406000000,0,406000000,39.6541,6.262,9.9138,-39.0654,
002287.SZ,Цце§ВивЉ,2015-09-16,23.2,23.48,25.52,23.45,25.52,1938861,47152559.7,2.32,10,24.3197,0.4776,10361120000,N/A,10361120000,406000000,0,406000000,43.6195,6.8882,10.9052,-42.972,
002287.SZ,Цце§ВивЉ,2015-09-17,25.52,25.79,27.3,25.02,25.4,2576476,67851782.4,-0.12,-0.4702,26.3351,0.6346,10312400000,N/A,10312400000,406000000,0,406000000,43.4144,6.8558,10.854,-42.7699,
002287.SZ,Цце§ВивЉ,2015-09-18,25.4,25.75,26.09,25.01,25.72,1536424,39287564.2,0.32,1.2598,25.5708,0.3784,10442320000,N/A,10442320000,406000000,0,406000000,43.9613,6.9422,10.9907,-43.3088,
002287.SZ,Цце§ВивЉ,2015-09-21,25.72,25.4,26.57,25.2,26.5,1602229,41868751.5,0.78,3.0327,26.1316,0.3946,10759000000,N/A,10759000000,406000000,0,406000000,45.2945,7.1527,11.324,-44.6222,
002287.SZ,Цце§ВивЉ,2015-09-22,26.5,26.51,27.23,26.37,26.7,2277776,61051434,0.2,0.7547,26.8031,0.561,10840200000,N/A,10840200000,406000000,0,406000000,45.6364,7.2067,11.4095,-44.9589,
002287.SZ,Цце§ВивЉ,2015-09-23,26.7,26.48,26.85,25.72,25.82,1474559,38615394.6,-0.88,-3.2959,26.1878,0.3632,10482920000,N/A,10482920000,406000000,0,406000000,44.1323,6.9692,11.0334,-43.4771,
002287.SZ,Цце§ВивЉ,2015-09-24,25.82,26.2,26.45,25.8,26.16,1058488,27673235.3,0.34,1.3168,26.1441,0.2607,10620960000,N/A,10620960000,406000000,0,406000000,44.7134,7.061,11.1787,-44.0497,
002287.SZ,Цце§ВивЉ,2015-09-25,26.16,26.01,26.5,25,25.25,1204400,30980475.6,-0.91,-3.4786,25.7227,0.2967,10251500000,N/A,10251500000,406000000,0,406000000,43.158,6.8153,10.7899,-42.5173,
002287.SZ,Цце§ВивЉ,2015-09-28,25.25,25.48,26.32,25.01,26.21,935337,24222576.4,0.96,3.802,25.8972,0.2304,10641260000,N/A,10641260000,406000000,0,406000000,44.7989,7.0745,11.2001,-44.1339,
002287.SZ,Цце§ВивЉ,2015-09-29,26.21,26.01,27.14,25.65,26.65,1846645,48883433.6,0.44,1.6787,26.4715,0.4548,10819900000,N/A,10819900000,406000000,0,406000000,45.5509,7.1932,11.3881,-44.8747,
002287.SZ,Цце§ВивЉ,2015-09-30,26.65,26.61,26.69,26.01,26.2,1031368,27182808.2,-0.45,-1.6886,26.3561,0.254,10637200000,N/A,10637200000,406000000,0,406000000,44.7818,7.0718,11.1958,-44.117,
002287.SZ,Цце§ВивЉ,2015-10-08,26.2,27.81,27.95,27,27.38,1695789,46576581.8,1.18,4.5038,27.466,0.4177,11116280000,N/A,11116280000,406000000,0,406000000,46.7987,7.3903,11.7,-46.104,
002287.SZ,Цце§ВивЉ,2015-10-09,27.38,27.5,28.24,27.28,27.65,1572539,43719847.2,0.27,0.9861,27.8021,0.3873,11225900000,N/A,11225900000,406000000,0,406000000,47.2602,7.4631,11.8154,-46.5586,
002287.SZ,Цце§ВивЉ,2015-10-12,27.65,27.64,28.98,27.63,28.5,2332923,66580563.5,0.85,3.0741,28.5395,0.5746,11571000000,N/A,11571000000,406000000,0,406000000,48.713,7.6926,12.1786,-47.9899,
002287.SZ,Цце§ВивЉ,2015-10-13,28.5,28.51,29.3,28.2,29.01,1442656,41586170.5,0.51,1.7895,28.8261,0.3553,11778060000,N/A,11778060000,406000000,0,406000000,49.5847,7.8302,12.3966,-48.8486,
002287.SZ,Цце§ВивЉ,2015-10-14,29.01,28.8,29.08,27.95,28.32,1638115,46675553.5,-0.69,-2.3785,28.4935,0.4035,11497920000,N/A,11497920000,406000000,0,406000000,48.4053,7.644,12.1017,-47.6868,
002287.SZ,Цце§ВивЉ,2015-10-15,28.32,28.32,29.19,28.05,29.09,1990743,57513936.6,0.77,2.7189,28.8907,0.4903,11810540000,N/A,11810540000,406000000,0,406000000,49.7214,7.8518,12.4308,-48.9834,
002287.SZ,Цце§ВивЉ,2015-10-16,29.09,29.28,29.45,28.76,29.37,1913672,55758100.3,0.28,0.9625,29.1367,0.4713,11924220000,N/A,11924220000,406000000,0,406000000,50.2,7.9274,12.5504,-49.4548,
002287.SZ,Цце§ВивЉ,2015-10-19,29.37,29.22,29.5,28.72,29,1907368,55403675.4,-0.37,-1.2598,29.0472,0.4698,11774000000,N/A,11774000000,406000000,0,406000000,49.5676,7.8275,12.3923,-48.8318,
002287.SZ,Цце§ВивЉ,2015-10-20,29,29,30.64,28.88,30.25,2368942,70853329.4,1.25,4.3103,29.9093,0.5835,12281500000,N/A,12281500000,406000000,0,406000000,51.7041,8.1649,12.9265,-50.9366,
002287.SZ,Цце§ВивЉ,2015-10-21,30.25,30.25,30.91,28.12,28.44,2272689,67467838.7,-1.81,-5.9835,29.6863,0.5598,11546640000,N/A,11546640000,406000000,0,406000000,48.6104,7.6764,12.153,-47.8888,
002287.SZ,Цце§ВивЉ,2015-10-22,28.44,28.44,29.59,28.44,29.53,1874655,54618846.3,1.09,3.8326,29.1354,0.4617,11989180000,N/A,11989180000,406000000,0,406000000,50.4735,7.9706,12.6188,-49.7242,
002287.SZ,Цце§ВивЉ,2015-10-23,29.53,29.97,31.99,29.79,31.29,3150481,97108672.6,1.76,5.96,30.8234,0.776,12703740000,N/A,12703740000,406000000,0,406000000,53.4817,8.4456,13.3709,-52.6878,
002287.SZ,Цце§ВивЉ,2015-10-26,31.29,31.87,31.87,30.61,31,2317151,72000629.3,-0.29,-0.9268,31.0729,0.5707,12586000000,N/A,12586000000,406000000,0,406000000,52.9861,8.3673,13.2469,-52.1995,
002287.SZ,Цце§ВивЉ,2015-10-27,31,31.25,31.25,29.31,30.75,1753309,53080208.4,-0.25,-0.8065,30.2743,0.4318,12484500000,N/A,12484500000,406000000,0,406000000,52.5588,8.2999,13.1401,-51.7786,
002287.SZ,Цце§ВивЉ,2015-10-28,30.75,30.51,31.2,30.15,30.37,1475696,45386331.5,-0.38,-1.2358,30.7559,0.3635,12330220000,N/A,12330220000,406000000,0,406000000,51.9093,8.1973,12.9777,-51.1387,
002287.SZ,Цце§ВивЉ,2015-10-29,30.37,30.37,30.74,29.75,30.5,1514401,46059704,0.13,0.4281,30.4145,0.373,12383000000,N/A,12383000000,406000000,0,406000000,52.1315,8.2324,13.0333,-51.3576,
002287.SZ,Цце§ВивЉ,2015-10-30,30.5,30.26,30.6,29.88,30.18,977109,29565303,-0.32,-1.0492,30.2579,0.2407,12253080000,N/A,12253080000,406000000,0,406000000,51.5845,8.146,12.8965,-50.8188,
002287.SZ,Цце§ВивЉ,2015-11-02,30.18,29.88,30.29,29,29.98,914907,27394119.4,-0.2,-0.6627,29.942,0.2253,12171880000,N/A,12171880000,406000000,0,406000000,51.2427,8.092,12.8111,-50.482,
002287.SZ,Цце§ВивЉ,2015-11-03,29.98,29.95,30.66,29.35,30.6,1491907,45327723.2,0.62,2.068,30.3824,0.3675,12423600000,N/A,12423600000,406000000,0,406000000,52.3024,8.2594,13.076,-51.526,
002287.SZ,Цце§ВивЉ,2015-11-04,30.6,30.7,31.63,30.45,31.62,2403213,75004842.7,1.02,3.3333,31.2102,0.5919,12837720000,N/A,12837720000,406000000,0,406000000,54.0458,8.5347,13.5119,-53.2435,
002287.SZ,Цце§ВивЉ,2015-11-05,31.62,31.99,32.85,31.06,31.26,3363625,106896451.8,-0.36,-1.1385,31.7801,0.8285,12691560000,N/A,12691560000,406000000,0,406000000,53.4305,8.4375,13.3581,-52.6373,
002287.SZ,Цце§ВивЉ,2015-11-06,31.26,31.02,31.77,31,31.45,2294459,72103606.2,0.19,0.6078,31.4251,0.5651,12768700000,N/A,12768700000,406000000,0,406000000,53.7552,8.4888,13.4392,-52.9572,
002287.SZ,Цце§ВивЉ,2015-11-09,31.45,31.1,32.07,30.8,31.96,2815390,88922532.3,0.51,1.6216,31.5844,0.6934,12975760000,N/A,12975760000,406000000,0,406000000,54.6269,8.6265,13.6572,-53.816,
002287.SZ,Цце§ВивЉ,2015-11-10,31.96,32.08,33.49,32.05,32.68,2671785,87561595.6,0.72,2.2528,32.7727,0.6581,13268080000,N/A,13268080000,406000000,0,406000000,55.8576,8.8208,13.9648,-55.0284,
002287.SZ,Цце§ВивЉ,2015-11-11,32.68,32.3,32.85,32.08,32.51,1948148,63133780.4,-0.17,-0.5202,32.4071,0.4798,13199060000,N/A,13199060000,406000000,0,406000000,55.567,8.7749,13.8922,-54.7421,
002287.SZ,Цце§ВивЉ,2015-11-12,32.51,32.53,32.96,32,32.66,1949105,63200053.5,0.15,0.4614,32.4252,0.4801,13259960000,N/A,13259960000,406000000,0,406000000,55.8234,8.8154,13.9563,-54.9947,
002287.SZ,Цце§ВивЉ,2015-11-13,32.66,32.28,32.35,31,31.4,1651624,52402678.1,-1.26,-3.8579,31.728,0.4068,12748400000,N/A,12748400000,406000000,0,406000000,53.6698,8.4753,13.4179,-52.8731,
002287.SZ,Цце§ВивЉ,2015-11-16,31.4,31.09,32.38,30.82,32.33,1477786,47128905.4,0.93,2.9618,31.8916,0.364,13125980000,N/A,13125980000,406000000,0,406000000,55.2593,8.7263,13.8153,-54.439,
002287.SZ,Цце§ВивЉ,2015-11-17,32.33,32.56,33.96,32.33,32.38,3982884,131428699.1,0.05,0.1547,32.9984,0.981,13146280000,N/A,13146280000,406000000,0,406000000,55.3448,8.7398,13.8367,-54.5232,
002287.SZ,Цце§ВивЉ,2015-11-18,32.38,32.65,32.9,31.53,31.61,1438946,46411473.2,-0.77,-2.378,32.2538,0.3544,12833660000,N/A,12833660000,406000000,0,406000000,54.0287,8.532,13.5076,-53.2267,
