ДњТы,МђГЦ,ШеЦк,ЧАЪеХЬМл(дЊ),ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),ГЩНЛН№Жю(дЊ),еЧЕј(дЊ),еЧЕјЗљ(%),ОљМл(дЊ),ЛЛЪжТЪ(%),AЙЩСїЭЈЪажЕ(дЊ),BЙЩСїЭЈЪажЕ(дЊ),змЪажЕ(дЊ),AЙЩСїЭЈЙЩБО(ЙЩ),BЙЩСїЭЈЙЩБО(ЙЩ),змЙЩБО(ЙЩ),ЪагЏТЪ,ЪаОЛТЪ,ЪаЯњТЪ,ЪаЯжТЪ,
002287.SZ,Цце§ВивЉ,2011-03-29,23.8156,23.797,23.797,22.4481,22.4853,2416165,59661689.4,-1.3303,-5.5859,24.6927,5.8931,990970000,N/A,9813020000,41000000,0,406000000,57.5674,8.2622,18.7398,-149.0062,
002287.SZ,Цце§ВивЉ,2011-03-30,22.4853,22.476,22.4853,22.1411,22.1411,935431,22384458.2,-0.3442,-1.5308,23.9296,2.2815,975800000,N/A,9662800000,41000000,0,406000000,56.6861,8.1358,18.453,-146.7252,
002287.SZ,Цце§ВивЉ,2011-03-31,22.1411,22.1411,22.6528,22.076,22.3086,622616,14998696.3,0.1675,0.7563,24.0898,1.5186,983180000,N/A,9735880000,41000000,0,406000000,57.1148,8.1973,18.5925,-147.8349,
002287.SZ,Цце§ВивЉ,2011-04-01,22.3086,22.3458,22.5132,21.462,21.9178,1311261,30874026.3,-0.3907,-1.7515,23.5453,3.1982,965960000,N/A,9565360000,41000000,0,406000000,56.1145,8.0537,18.2669,-145.2456,
002287.SZ,Цце§ВивЉ,2011-04-06,21.9178,21.7039,21.9178,21.0434,21.3131,1149574,26457754.3,-0.6047,-2.7589,23.0153,2.8038,939310000,N/A,9301460000,41000000,0,406000000,54.5663,7.8315,17.7629,-141.2384,
002287.SZ,Цце§ВивЉ,2011-04-07,21.3131,21.2108,21.6108,21.1643,21.4434,715414,16448871.6,0.1302,0.6111,22.9921,1.7449,945050000,N/A,9358300000,41000000,0,406000000,54.8998,7.8794,17.8715,-142.1015,
002287.SZ,Цце§ВивЉ,2011-04-08,21.4434,21.4434,21.8806,21.2108,21.862,832740,19363095.7,0.4186,1.9523,23.2523,2.0311,963500000,N/A,9541000000,41000000,0,406000000,55.9716,8.0332,18.2204,-144.8757,
002287.SZ,Цце§ВивЉ,2011-04-11,21.862,21.9271,21.9271,21.3038,21.3411,1131911,26173544.5,-0.521,-2.383,23.1233,2.7608,940540000,N/A,9313640000,41000000,0,406000000,54.6378,7.8418,17.7862,-141.4234,
002287.SZ,Цце§ВивЉ,2011-04-12,21.3411,21.3411,21.4806,21.2108,21.3504,643286,14748014.7,0.0093,0.0436,22.9261,1.569,940950000,N/A,9317700000,41000000,0,406000000,54.6616,7.8452,17.7939,-141.485,
002287.SZ,Цце§ВивЉ,2011-04-13,21.3504,21.2108,21.7225,21.1643,21.6667,801785,18578163.2,0.3163,1.4815,23.171,1.9556,954890000,N/A,9455740000,41000000,0,406000000,55.4714,7.9614,18.0575,-143.5811,
002287.SZ,Цце§ВивЉ,2011-04-14,21.6667,21.6667,21.7876,21.4899,21.5271,576795,13384828.7,-0.1395,-0.6441,23.2055,1.4068,948740000,N/A,9394840000,41000000,0,406000000,55.1142,7.9101,17.9412,-142.6563,
002287.SZ,Цце§ВивЉ,2011-04-15,21.5271,21.5271,21.6108,20.9875,21.1364,1071202,24411613.3,-0.3907,-1.815,22.789,2.6127,931520000,N/A,9224320000,41000000,0,406000000,54.1138,7.7666,17.6156,-140.0671,
002287.SZ,Цце§ВивЉ,2011-04-18,21.1364,21.0992,21.3783,21.0248,21.0713,873471,19887924.8,-0.0651,-0.3081,22.7688,2.1304,928650000,N/A,9195900000,41000000,0,406000000,53.9471,7.7426,17.5613,-139.6355,
002287.SZ,Цце§ВивЉ,2011-04-19,21.0713,21.0713,21.0713,20.0014,20.4945,1292360,28433046.4,-0.5768,-2.7373,22.0009,3.1521,903230000,N/A,8944180000,41000000,0,406000000,52.4704,7.5307,17.0806,-135.8133,
002287.SZ,Цце§ВивЉ,2011-04-20,20.4945,20.4945,22.5411,20.3735,22.383,3204795,75266129.5,1.8885,9.2147,23.4855,7.8166,986460000,N/A,9768360000,41000000,0,406000000,57.3054,8.2246,18.6545,-148.3281,
002287.SZ,Цце§ВивЉ,2011-04-21,22.383,22.2434,22.3086,21.6201,21.6574,1808312,42558948.3,-0.7256,-3.2419,23.5352,4.4105,954480000,N/A,9451680000,41000000,0,406000000,55.4476,7.958,18.0498,-143.5194,
002287.SZ,Цце§ВивЉ,2011-04-22,21.6574,21.6574,21.6574,21.6574,21.6574,N/A,N/A,0,0,N/A,N/A,954480000,N/A,9451680000,41000000,0,406000000,55.4476,7.958,18.0498,-143.5194,
002287.SZ,Цце§ВивЉ,2011-04-25,21.6574,21.5922,21.5922,20.4852,20.634,1091493,24341494.9,-1.0233,-4.7251,22.3011,2.6622,909380000,N/A,9005080000,41000000,0,406000000,52.8277,7.582,17.1969,-136.738,
002287.SZ,Цце§ВивЉ,2011-04-26,20.634,20.6247,20.9038,20.4759,20.7736,544349,12107572.8,0.1395,0.6763,22.2423,1.3277,915530000,N/A,9065980000,41000000,0,406000000,53.1849,7.6333,17.3132,-137.6628,
002287.SZ,Цце§ВивЉ,2011-04-27,20.7736,21.0806,22.5504,21.0806,21.4713,2147989,50201036.9,0.6977,3.3587,23.3712,5.239,946280000,N/A,9370480000,41000000,0,406000000,54.9712,7.8896,17.8947,-142.2865,
002287.SZ,Цце§ВивЉ,2011-04-28,21.4713,20.941,21.676,20.6619,20.7084,1052093,23853994.6,-0.7628,-3.5529,22.6729,2.5661,912660000,N/A,9037560000,41000000,0,406000000,53.0182,7.6093,17.2589,-137.2312,
002287.SZ,Цце§ВивЉ,2011-04-29,20.7084,20.6991,20.8666,20.0945,20.8294,598106,13212352.7,0.1209,0.584,22.0903,1.4588,917990000,N/A,9090340000,41000000,0,406000000,53.3278,7.6538,17.3597,-138.0327,
002287.SZ,Цце§ВивЉ,2011-05-03,20.8294,20.8852,21.5085,20.5782,21.3318,720365,16421047.8,0.5024,2.4118,22.7955,1.757,940130000,N/A,9309580000,41000000,0,406000000,54.614,7.8384,17.7784,-141.3617,
002287.SZ,Цце§ВивЉ,2011-05-04,21.3318,21.3318,21.5457,21.0248,21.1178,851462,19500476.2,-0.214,-1.0031,22.9023,2.0767,930700000,N/A,9216200000,41000000,0,406000000,54.0662,7.7597,17.6001,-139.9438,
002287.SZ,Цце§ВивЉ,2011-05-05,21.1178,21.1178,21.462,21.1178,21.3411,635165,14546720.8,0.2233,1.0573,22.9023,1.5492,940540000,N/A,9313640000,41000000,0,406000000,54.6378,7.8418,17.7862,-141.4234,
002287.SZ,Цце§ВивЉ,2011-05-06,21.3411,21.3224,21.5271,20.9317,21.3969,687046,15753238.7,0.0558,0.2616,22.9289,1.6757,943000000,N/A,9338000000,41000000,0,406000000,54.7807,7.8623,17.8327,-141.7933,
002287.SZ,Цце§ВивЉ,2011-05-09,21.3969,21.4527,21.8434,21.3411,21.5457,893849,20748969,0.1488,0.6957,23.2131,2.1801,949560000,N/A,9402960000,41000000,0,406000000,55.1618,7.917,17.9567,-142.7796,
002287.SZ,Цце§ВивЉ,2011-05-10,21.5457,21.4806,21.7597,21.3318,21.4434,571391,13177310.5,-0.1023,-0.475,23.0618,1.3936,945050000,N/A,9358300000,41000000,0,406000000,54.8998,7.8794,17.8715,-142.1015,
002287.SZ,Цце§ВивЉ,2011-05-11,21.4434,21.5829,21.5829,21.1271,21.369,706128,16257421.6,-0.0744,-0.3471,23.0233,1.7223,941770000,N/A,9325820000,41000000,0,406000000,54.7092,7.852,17.8094,-141.6083,
002287.SZ,Цце§ВивЉ,2011-05-12,21.369,21.2201,21.5829,21.0154,21.0248,851717,19473170,-0.3442,-1.6108,22.8634,2.0774,926600000,N/A,9175600000,41000000,0,406000000,53.828,7.7256,17.5226,-139.3273,
002287.SZ,Цце§ВивЉ,2011-05-13,21.0248,21.0248,21.2759,20.5968,20.9782,823120,18496952,-0.0465,-0.2212,22.4718,2.0076,924550000,N/A,9155300000,41000000,0,406000000,53.7089,7.7085,17.4838,-139.019,
002287.SZ,Цце§ВивЉ,2011-05-16,20.9782,20.9503,21.0899,20.8759,20.9317,524278,11803361.9,-0.0465,-0.2217,22.5136,1.2787,922500000,N/A,9135000000,41000000,0,406000000,53.5898,7.6914,17.445,-138.7108,
002287.SZ,Цце§ВивЉ,2011-05-17,20.9317,20.7457,20.9131,20.4666,20.8201,467017,10380757.2,-0.1116,-0.5333,22.2278,1.1391,917580000,N/A,9086280000,41000000,0,406000000,53.304,7.6503,17.352,-137.971,
002287.SZ,Цце§ВивЉ,2011-05-18,20.8201,20.6805,21.3783,20.6805,21.2201,796119,18121972.3,0.4,1.9214,22.7629,1.9418,935210000,N/A,9260860000,41000000,0,406000000,54.3282,7.7973,17.6854,-140.6219,
002287.SZ,Цце§ВивЉ,2011-05-19,21.2201,21.1643,21.4713,20.848,21.0992,745133,16947621.8,-0.1209,-0.5699,22.7444,1.8174,929880000,N/A,9208080000,41000000,0,406000000,54.0185,7.7529,17.5846,-139.8205,
002287.SZ,Цце§ВивЉ,2011-05-20,21.0992,21.1557,21.3347,20.9767,21.0332,421685,9429887.7,-0.0659,-0.3125,22.3624,1.0285,915530000,N/A,9065980000,41000000,0,406000000,53.1849,7.6333,17.3132,-137.6628,
002287.SZ,Цце§ВивЉ,2011-05-23,21.0332,20.9202,21.0898,20.0442,20.1667,809599,17604175.3,-0.8666,-4.12,21.7443,1.9746,877810000,N/A,8692460000,41000000,0,406000000,50.9937,7.3188,16.5999,-131.991,
002287.SZ,Цце§ВивЉ,2011-05-24,20.1667,20.1007,20.1573,19.2247,19.7616,615361,12853918.4,-0.405,-2.0084,20.8884,1.5009,860180000,N/A,8517880000,41000000,0,406000000,49.9695,7.1718,16.2665,-129.3401,
002287.SZ,Цце§ВивЉ,2011-05-25,19.7616,19.7711,19.8653,19.4508,19.4696,335249,6989969,-0.292,-1.4776,20.8501,0.8177,847470000,N/A,8392020000,41000000,0,406000000,49.2312,7.0658,16.0262,-127.429,
002287.SZ,Цце§ВивЉ,2011-05-26,19.4696,19.4979,19.7428,19.3095,19.4037,352921,7327591.5,-0.0659,-0.3387,20.7627,0.8608,844600000,N/A,8363600000,41000000,0,406000000,49.0645,7.0419,15.9719,-126.9974,
002287.SZ,Цце§ВивЉ,2011-05-27,19.4037,19.5167,19.658,18.7726,18.8386,571299,11498919.2,-0.5652,-2.9126,20.1277,1.3934,820000000,N/A,8120000000,41000000,0,406000000,47.6354,6.8368,15.5067,-123.2985,
002287.SZ,Цце§ВивЉ,2011-05-30,18.8386,18.8386,19.074,18.3959,18.8386,380143,7582859.7,0,0,19.9474,0.9272,820000000,N/A,8120000000,41000000,0,406000000,47.6354,6.8368,15.5067,-123.2985,
002287.SZ,Цце§ВивЉ,2011-05-31,18.8386,18.9798,19.1965,18.7915,19.1871,300389,6067139,0.3485,1.85,20.1976,0.7327,835170000,N/A,8270220000,41000000,0,406000000,48.5166,6.9633,15.7936,-125.5795,
002287.SZ,Цце§ВивЉ,2011-06-01,19.1871,19.1306,19.3284,18.9422,19.2059,488249,9923559.9,0.0188,0.0982,20.3248,1.1909,835990000,N/A,8278340000,41000000,0,406000000,48.5643,6.9701,15.8091,-125.7028,
002287.SZ,Цце§ВивЉ,2011-06-02,19.2059,19.1211,19.1211,18.5748,18.8857,398913,7985223.3,-0.3203,-1.6675,20.0175,0.973,822050000,N/A,8140300000,41000000,0,406000000,47.7545,6.8539,15.5455,-123.6067,
002287.SZ,Цце§ВивЉ,2011-06-03,18.8857,18.8857,19.253,18.8857,19.0835,355475,7211383.3,0.1978,1.0474,20.2866,0.867,830660000,N/A,8225560000,41000000,0,406000000,48.2547,6.9256,15.7083,-124.9014,
002287.SZ,Цце§ВивЉ,2011-06-07,19.0835,18.9422,19.5733,18.9422,19.2813,391083,8035838.8,0.1978,1.0365,20.5477,0.9539,839270000,N/A,8310820000,41000000,0,406000000,48.7548,6.9974,15.8711,-126.196,
002287.SZ,Цце§ВивЉ,2011-06-08,19.2813,19.1965,19.5073,19.14,19.2718,308704,6325096.6,-0.0094,-0.0489,20.4892,0.7529,838860000,N/A,8306760000,41000000,0,406000000,48.731,6.994,15.8633,-126.1344,
002287.SZ,Цце§ВивЉ,2011-06-09,19.2718,19.1965,19.4131,18.8668,18.8668,299430,6099611.8,-0.405,-2.1017,20.3707,0.7303,821230000,N/A,8132180000,41000000,0,406000000,47.7068,6.847,15.5299,-123.4834,
002287.SZ,Цце§ВивЉ,2011-06-10,18.8668,18.5654,19.0646,18.556,18.9327,310488,6178666.8,0.0659,0.3495,19.8999,0.7573,824100000,N/A,8160600000,41000000,0,406000000,47.8736,6.871,15.5842,-123.915,
002287.SZ,Цце§ВивЉ,2011-06-13,18.9327,18.8386,18.9327,18.556,18.8103,204751,4084847,-0.1225,-0.6468,19.9503,0.4994,818770000,N/A,8107820000,41000000,0,406000000,47.5639,6.8265,15.4834,-123.1135,
002287.SZ,Цце§ВивЉ,2011-06-14,18.8103,18.9704,19.0269,18.7632,18.9987,262389,5275269.5,0.1884,1.0015,20.1048,0.64,826970000,N/A,8189020000,41000000,0,406000000,48.0403,6.8949,15.6385,-124.3465,
002287.SZ,Цце§ВивЉ,2011-06-15,18.9987,19.2153,20.9014,19.2153,20.308,3337920,72911121.7,1.3093,6.8914,21.8433,8.1413,883960000,N/A,8753360000,41000000,0,406000000,51.351,7.37,16.7162,-132.9158,
002287.SZ,Цце§ВивЉ,2011-06-16,20.308,19.6486,19.724,19.1682,19.3095,1912272,39382231.3,-0.9984,-4.9165,20.5945,4.6641,840500000,N/A,8323000000,41000000,0,406000000,48.8263,7.0077,15.8944,-126.381,
002287.SZ,Цце§ВивЉ,2011-06-17,19.3095,19.253,19.9595,18.9798,19.2342,1053145,21729841.5,-0.0754,-0.3902,20.6333,2.5686,837220000,N/A,8290520000,41000000,0,406000000,48.6357,6.9803,15.8323,-125.8878,
002287.SZ,Цце§ВивЉ,2011-06-20,19.2342,19.0081,19.1871,18.4618,18.6219,692603,13766506.7,-0.6123,-3.1832,19.8765,1.6893,810570000,N/A,8026620000,41000000,0,406000000,47.0876,6.7581,15.3284,-121.8806,
002287.SZ,Цце§ВивЉ,2011-06-21,18.6219,18.7444,18.8386,18.4618,18.7726,609742,12070999.4,0.1507,0.8093,19.7969,1.4872,817130000,N/A,8091580000,41000000,0,406000000,47.4687,6.8128,15.4524,-122.8669,
002287.SZ,Цце§ВивЉ,2011-06-22,18.7726,18.8857,19.0081,18.5654,18.8762,588527,11727692.8,0.1036,0.5519,19.9272,1.4354,821640000,N/A,8136240000,41000000,0,406000000,47.7307,6.8504,15.5377,-123.5451,
002287.SZ,Цце§ВивЉ,2011-06-23,18.8762,18.7444,19.0269,18.4429,18.9798,739882,14784951.7,0.1036,0.5489,19.9829,1.8046,826150000,N/A,8180900000,41000000,0,406000000,47.9927,6.888,15.623,-124.2232,
002287.SZ,Цце§ВивЉ,2011-06-24,18.9798,18.9798,19.4508,18.8386,19.1682,1011291,20619473.9,0.1884,0.9926,20.3893,2.4666,834350000,N/A,8262100000,41000000,0,406000000,48.469,6.9564,15.7781,-125.4562,
002287.SZ,Цце§ВивЉ,2011-06-27,19.1682,19.1871,19.7711,19.1871,19.3095,1011399,20881767.6,0.1413,0.7371,20.6464,2.4668,840500000,N/A,8323000000,41000000,0,406000000,48.8263,7.0077,15.8944,-126.381,
002287.SZ,Цце§ВивЉ,2011-06-28,19.3095,19.3284,20.0065,19.3284,19.8558,1575001,32925316.1,0.5463,2.8293,20.9049,3.8415,864280000,N/A,8558480000,41000000,0,406000000,50.2077,7.206,16.344,-129.9566,
002287.SZ,Цце§ВивЉ,2011-06-29,19.8558,19.8747,19.9029,19.545,19.5544,886336,18497405.3,-0.3014,-1.518,20.8695,2.1618,851160000,N/A,8428560000,41000000,0,406000000,49.4455,7.0966,16.0959,-127.9838,
002287.SZ,Цце§ВивЉ,2011-06-30,19.5544,19.5544,20.1007,19.5544,19.9218,1046593,22099630.5,0.3674,1.8786,21.1158,2.5527,867150000,N/A,8586900000,41000000,0,406000000,50.3744,7.2299,16.3983,-130.3882,
002287.SZ,Цце§ВивЉ,2011-07-01,19.9218,19.8653,20.0631,19.7616,19.7899,637653,13445875.7,-0.1319,-0.6619,21.0865,1.5553,861410000,N/A,8530060000,41000000,0,406000000,50.041,7.182,16.2898,-129.5251,
002287.SZ,Цце§ВивЉ,2011-07-04,19.7899,19.9877,20.1949,19.8276,20.0631,779201,16530967.3,0.2732,1.3803,21.2153,1.9005,873300000,N/A,8647800000,41000000,0,406000000,50.7317,7.2812,16.5146,-131.3129,
002287.SZ,Цце§ВивЉ,2011-07-05,20.0631,20.1478,20.4398,19.9218,20.2138,973264,20819135.4,0.1507,0.7512,21.391,2.3738,879860000,N/A,8712760000,41000000,0,406000000,51.1128,7.3359,16.6387,-132.2993,
002287.SZ,Цце§ВивЉ,2011-07-06,20.2138,20.1384,20.1384,19.8747,20.016,651308,13825076.9,-0.1978,-0.9786,21.2266,1.5886,871250000,N/A,8627500000,41000000,0,406000000,50.6126,7.2641,16.4759,-131.0046,
002287.SZ,Цце§ВивЉ,2011-07-07,20.016,20.2985,20.6188,20.0631,20.1196,1050302,22672723.8,0.1036,0.5176,21.5869,2.5617,875760000,N/A,8672160000,41000000,0,406000000,50.8746,7.3017,16.5611,-131.6828,
002287.SZ,Цце§ВивЉ,2011-07-08,20.1196,20.1196,20.2044,19.7805,19.8747,616204,13057238.8,-0.2449,-1.2172,21.1898,1.5029,865100000,N/A,8566600000,41000000,0,406000000,50.2553,7.2128,16.3596,-130.0799,
002287.SZ,Цце§ВивЉ,2011-07-11,19.8747,19.7805,19.9783,19.7145,19.9312,493868,10432865.6,0.0565,0.2844,21.1248,1.2046,867560000,N/A,8590960000,41000000,0,406000000,50.3982,7.2333,16.4061,-130.4498,
002287.SZ,Цце§ВивЉ,2011-07-12,19.9312,19.8747,19.8747,19.4508,19.4602,599375,12477441.5,-0.471,-2.3629,20.8174,1.4619,847060000,N/A,8387960000,41000000,0,406000000,49.2074,7.0624,16.0184,-127.3673,
002287.SZ,Цце§ВивЉ,2011-07-13,19.4602,19.5356,19.8276,19.4979,19.7334,462063,9664098.7,0.2732,1.4037,20.9151,1.127,858950000,N/A,8505700000,41000000,0,406000000,49.8981,7.1615,16.2433,-129.1552,
002287.SZ,Цце§ВивЉ,2011-07-14,19.7334,19.7522,20.2797,19.6957,20.2797,1203364,25729511.1,0.5463,2.7685,21.3813,2.935,882730000,N/A,8741180000,41000000,0,406000000,51.2795,7.3598,16.6929,-132.7308,
002287.SZ,Цце§ВивЉ,2011-07-15,20.2797,20.308,21.2876,20.1761,20.8731,2638616,58318673.3,0.5934,2.9261,22.102,6.4356,908560000,N/A,8996960000,41000000,0,406000000,52.78,7.5751,17.1814,-136.6147,
002287.SZ,Цце§ВивЉ,2011-07-18,20.8731,21.3347,22.7947,21.2405,21.4854,3791972,88132535.3,0.6123,2.9332,23.2419,9.2487,935210000,N/A,9260860000,41000000,0,406000000,54.3282,7.7973,17.6854,-140.6219,
002287.SZ,Цце§ВивЉ,2011-07-19,21.4854,21.4948,21.4948,20.7224,21.2499,1611886,36054081.3,-0.2355,-1.096,22.3676,3.9314,924960000,N/A,9159360000,41000000,0,406000000,53.7327,7.7119,17.4915,-139.0807,
002287.SZ,Цце§ВивЉ,2011-07-20,21.2499,21.3818,21.476,20.6,20.892,1632716,36269573.6,-0.3579,-1.6844,22.2143,3.9822,909380000,N/A,9005080000,41000000,0,406000000,52.8277,7.582,17.1969,-136.738,
002287.SZ,Цце§ВивЉ,2011-07-21,20.892,20.9296,21.0898,20.5529,20.5717,814430,17928402.2,-0.3203,-1.5329,22.0134,1.9864,895440000,N/A,8867040000,41000000,0,406000000,52.0178,7.4658,16.9333,-134.642,
002287.SZ,Цце§ВивЉ,2011-07-22,20.5717,20.5717,20.8637,20.4963,20.6282,562063,12320388.3,0.0565,0.2747,21.9199,1.3709,897900000,N/A,8891400000,41000000,0,406000000,52.1608,7.4863,16.9798,-135.0118,
002287.SZ,Цце§ВивЉ,2011-07-25,20.6282,20.6659,20.892,19.6392,19.837,1014511,21792414.5,-0.7912,-3.8356,21.4807,2.4744,863460000,N/A,8550360000,41000000,0,406000000,50.1601,7.1991,16.3285,-129.8333,
002287.SZ,Цце§ВивЉ,2011-07-26,19.837,19.7805,19.9783,19.3095,19.724,536391,11188727.7,-0.113,-0.5698,20.8593,1.3083,858540000,N/A,8501640000,41000000,0,406000000,49.8743,7.1581,16.2355,-129.0935,
002287.SZ,Цце§ВивЉ,2011-07-27,19.724,19.7334,20.1478,19.545,20.0631,608081,12873686.6,0.3391,1.7192,21.171,1.4831,873300000,N/A,8647800000,41000000,0,406000000,50.7317,7.2812,16.5146,-131.3129,
002287.SZ,Цце§ВивЉ,2011-07-28,20.0631,19.8087,19.9877,19.6863,19.837,577831,12148364.7,-0.2261,-1.1268,21.0241,1.4093,863460000,N/A,8550360000,41000000,0,406000000,50.1601,7.1991,16.3285,-129.8333,
002287.SZ,Цце§ВивЉ,2011-07-29,19.837,19.837,20.0065,19.4791,19.8182,440125,9209757.9,-0.0188,-0.095,20.9253,1.0735,862640000,N/A,8542240000,41000000,0,406000000,50.1124,7.1923,16.313,-129.71,
002287.SZ,Цце§ВивЉ,2011-08-01,19.8182,20.1007,20.2138,19.6486,20.1384,707634,15015854.8,0.3203,1.616,21.2198,1.7259,876580000,N/A,8680280000,41000000,0,406000000,50.9222,7.3085,16.5766,-131.8061,
002287.SZ,Цце§ВивЉ,2011-08-02,20.1384,20.1384,20.1478,19.6863,20.0819,470660,9935496.5,-0.0565,-0.2806,21.1097,1.148,874120000,N/A,8655920000,41000000,0,406000000,50.7793,7.288,16.5301,-131.4362,
002287.SZ,Цце§ВивЉ,2011-08-03,20.0819,19.9029,20.2326,19.7805,20.1007,550974,11746317.4,0.0188,0.0938,21.3192,1.3438,874940000,N/A,8664040000,41000000,0,406000000,50.827,7.2948,16.5456,-131.5595,
002287.SZ,Цце§ВивЉ,2011-08-04,20.1007,20.1007,20.242,19.8935,20.0631,650804,13876618,-0.0377,-0.1874,21.3223,1.5873,873300000,N/A,8647800000,41000000,0,406000000,50.7317,7.2812,16.5146,-131.3129,
002287.SZ,Цце§ВивЉ,2011-08-05,20.0631,19.5827,19.7428,18.9516,19.2342,849910,17503908.1,-0.8289,-4.1315,20.595,2.073,837220000,N/A,8290520000,41000000,0,406000000,48.6357,6.9803,15.8323,-125.8878,
002287.SZ,Цце§ВивЉ,2011-08-08,19.2342,19.2342,19.2342,19.2342,19.2342,N/A,N/A,0,0,N/A,N/A,837220000,N/A,8290520000,41000000,0,406000000,48.6357,6.9803,15.8323,-125.8878,
002287.SZ,Цце§ВивЉ,2011-08-09,19.2342,17.3315,18.6973,17.3126,18.3017,1629220,30728228.4,-0.9325,-4.8482,18.8607,3.9737,796630000,N/A,7888580000,41000000,0,406000000,46.2778,6.6419,15.0647,-119.7845,
002287.SZ,Цце§ВивЉ,2011-08-10,18.3017,18.3676,18.9327,18.3205,18.3205,844838,16629322.8,0.0188,0.1029,19.6834,2.0606,797450000,N/A,7896700000,41000000,0,406000000,46.3254,6.6488,15.0802,-119.9078,
002287.SZ,Цце§ВивЉ,2011-08-11,18.3205,17.906,18.6784,17.7082,18.556,699200,13530414.2,0.2355,1.2853,19.3513,1.7054,807700000,N/A,7998200000,41000000,0,406000000,46.9209,6.7342,15.2741,-121.449,
002287.SZ,Цце§ВивЉ,2011-08-12,18.556,18.6125,18.8197,18.5654,18.6502,614151,12191831.9,0.0942,0.5076,19.8515,1.4979,811800000,N/A,8038800000,41000000,0,406000000,47.159,6.7684,15.3516,-122.0655,
002287.SZ,Цце§ВивЉ,2011-08-15,18.6502,18.6502,19.1211,18.6502,18.9422,549536,11028742.4,0.292,1.5657,20.0692,1.3403,824510000,N/A,8164660000,41000000,0,406000000,47.8974,6.8744,15.592,-123.9766,
002287.SZ,Цце§ВивЉ,2011-08-16,18.9422,18.9704,19.0552,18.6596,18.7255,385697,7697470.1,-0.2166,-1.1437,19.9573,0.9407,815080000,N/A,8071280000,41000000,0,406000000,47.3496,6.7957,15.4136,-122.5587,
002287.SZ,Цце§ВивЉ,2011-08-17,18.7255,18.7255,18.8291,18.556,18.5748,376754,7461032.3,-0.1507,-0.8048,19.8035,0.9189,808520000,N/A,8006320000,41000000,0,406000000,46.9685,6.7411,15.2896,-121.5723,
002287.SZ,Цце§ВивЉ,2011-08-18,18.5748,18.5937,18.6973,18.1792,18.2075,385151,7519742.6,-0.3674,-1.9777,19.5241,0.9394,792530000,N/A,7847980000,41000000,0,406000000,46.0396,6.6077,14.9872,-119.168,
002287.SZ,Цце§ВивЉ,2011-08-19,18.2075,18.1415,18.1415,17.8024,18.0473,391466,7461528.3,-0.1601,-0.8795,19.0605,0.9548,785560000,N/A,7778960000,41000000,0,406000000,45.6347,6.5496,14.8554,-118.1199,
002287.SZ,Цце§ВивЉ,2011-08-22,18.0473,18.0379,18.3299,18.0379,18.0568,315813,6081602.6,0.0094,0.0522,19.257,0.7703,785970000,N/A,7783020000,41000000,0,406000000,45.6585,6.553,14.8632,-118.1816,
002287.SZ,Цце§ВивЉ,2011-08-23,18.0568,18.1792,18.4618,18.0662,18.4429,386623,7522019.9,0.3862,2.1388,19.4557,0.943,802780000,N/A,7949480000,41000000,0,406000000,46.6351,6.6932,15.181,-120.7092,
002287.SZ,Цце§ВивЉ,2011-08-24,18.4429,18.6502,18.7255,18.4618,18.4806,453481,8938137.8,0.0377,0.2043,19.7101,1.1061,804420000,N/A,7965720000,41000000,0,406000000,46.7303,6.7069,15.2121,-120.9558,
002287.SZ,Цце§ВивЉ,2011-08-25,18.4806,18.5654,18.961,18.49,18.9327,910575,18198996.1,0.4521,2.4465,19.9863,2.2209,824100000,N/A,8160600000,41000000,0,406000000,47.8736,6.871,15.5842,-123.915,
002287.SZ,Цце§ВивЉ,2011-08-26,18.9327,19.1871,19.1871,18.8103,18.9516,564913,11369892.9,0.0188,0.0995,20.1268,1.3778,824920000,N/A,8168720000,41000000,0,406000000,47.9212,6.8778,15.5997,-124.0383,
002287.SZ,Цце§ВивЉ,2011-08-29,18.9516,18.7915,18.8386,18.5371,18.5371,541493,10742764,-0.4144,-2.1869,19.8392,1.3207,806880000,N/A,7990080000,41000000,0,406000000,46.8732,6.7274,15.2586,-121.3257,
002287.SZ,Цце§ВивЉ,2011-08-30,18.5371,18.8386,19.7993,18.8386,18.9704,1591739,32698556.4,0.4333,2.3374,20.5427,3.8823,825740000,N/A,8176840000,41000000,0,406000000,47.9688,6.8846,15.6152,-124.1616,
002287.SZ,Цце§ВивЉ,2011-08-31,18.9704,18.848,19.0835,18.5371,18.782,569361,11346056.4,-0.1884,-0.993,19.9277,1.3887,817540000,N/A,8095640000,41000000,0,406000000,47.4925,6.8163,15.4602,-122.9286,
002287.SZ,Цце§ВивЉ,2011-09-01,18.782,18.8291,19.1023,18.5654,18.6596,427059,8539921.4,-0.1225,-0.652,19.9971,1.0416,812210000,N/A,8042860000,41000000,0,406000000,47.1829,6.7718,15.3594,-122.1272,
002287.SZ,Цце§ВивЉ,2011-09-02,18.6596,18.6596,18.7349,18.085,18.2734,418371,8152889.6,-0.3862,-2.0697,19.4872,1.0204,795400000,N/A,7876400000,41000000,0,406000000,46.2063,6.6317,15.0415,-119.5995,
